Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014976-HPA	S700015268-HPA	S700015644-HPA	S700016065-HPA	S700016156-HPA	S700016321-HPA	S700016362-HPA	S700016578-HPA	S700016631-HPA	S700016935-HPA	S700021689-HPA	S700021699-HPA	S700021862-HPA	S700023082-HPA	S700023216-HPA	S700023249-HPA	S700023307-HPA	S700023406-HPA	S700023463-HPA	S700023517-HPA	S700023678-HPA	S700023774-HPA	S700023831-HPA	S700023888-HPA	S700023954-HPA	S700024011-HPA	S700024052-HPA	S700024115-HPA	S700024171-HPA	S700024219-HPA	S700024278-HPA	S700024326-HPA	S700024365-HPA	S700024419-HPA	S700024478-HPA	S700024527-HPA	S700024574-HPA	S700024623-HPA	S700024659-HPA	S700024719-HPA	S700024776-HPA	S700024813-HPA	S700024890-HPA	S700024934-HPA	S700024984-HPA	S700024999-HPA	S700033002-HPA	S700033459-HPA	S700033763-HPA	S700037060-HPA	S700037208-HPA	S700037456-HPA	S700037568-HPA	S700037720-HPA	S700038039-HPA	S700038372-HPA	S700038458-HPA	S700038506-HPA	S700038554-HPA	S700038602-HPA	S700038710-HPA	S700038769-HPA	S700038986-HPA	S700095386-HPA	S700095443-HPA	S700097267-HPA	S700097327-HPA	S700097664-HPA	S700098303-HPA	S700098395-HPA	S700098968-HPA	S700099035-HPA	S700099095-HPA	S700099623-HPA	S700099779-HPA	S700100263-HPA	S700101671-HPA	S700102275-HPA	S700102621-HPA	S700102938-HPA	S700103249-HPA	S700103313-HPA	S700103454-HPA	S700103593-HPA	S700103629-HPA	S700103680-HPA	S700105189-HPA	S700105246-HPA	S700105380-HPA	S700105425-HPA	S700105598-HPA	S700105654-HPA	S700105693-HPA	S700105747-HPA	S700105814-HPA	S700105864-HPA	S700105912-HPA	S700106026-HPA	S700106101-HPA	S700106368-HPA	S700106420-HPA	S700106528-HPA	S700106587-HPA	S700106623-HPA	S700106671-HPA	S700106845-HPA	S700106884-HPA	S700106954-HPA	S700109419-HPA	S700110620-HPA	S700113043-HPA	S700113079-HPA	S700113511-HPA	S700113586-HPA	S700113624-HPA	S700113682-HPA	S700113826-HPA	S700113940-HPA	S700114025-HPA	S700114074-HPA	S700114131-HPA	S700114197-HPA	S700114311-HPA	S700114359-HPA	S700114395-HPA	S700114466-HPA	S700114525-HPA	S700114566-HPA	S700114623-HPA	S700114687-HPA	S700114735-HPA	S700114785-HPA	S700114842-HPA	S700114890-HPA	S700114947-HPA	S700114995-HPA	S700116225-HPA	S700116312-HPA	S700116366-HPA	S700116576-HPA	S700116627-HPA	S700116786-HPA	S700116846-HPA	S700117008-HPA	S700117668-HPA	S700117725-HPA	S700117836-HPA	S700117962-HPA	S700118446-HPA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacteraceae [G5]	genus				0.172	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.034	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	genus				1.277	0.216	1.234	0.041	0.225	4.447	2.044	8.361	4.69	3.618	2.12	8.894	1.029	7.991	0.027	1.979	3.261	0.134	1.564	1.878	1.517	0.541	1.22	0.195	0.0	1.311	0.18	9.368	1.349	0.446	0.24	1.038	3.417	6.535	4.175	0.443	0.289	3.071	3.16	4.869	0.0	0.465	7.949	0.685	0.625	5.003	0.02	8.13	3.869	0.025	11.691	1.49	13.877	2.777	4.882	2.156	2.775	10.048	1.108	7.541	20.342	0.511	1.17	0.074	5.163	6.442	3.137	0.015	2.084	0.249	0.531	1.022	0.152	2.329	0.449	2.852	2.848	0.087	1.445	2.462	0.173	0.04	4.744	0.0	0.0	2.193	0.552	10.33	1.312	0.383	0.0	8.639	1.319	9.178	0.601	6.812	0.144	1.04	0.375	1.745	0.385	4.099	0.296	0.148	5.824	0.769	3.293	0.093	12.732	12.046	4.704	0.113	0.562	1.854	1.967	0.167	1.011	2.621	6.251	3.863	5.844	2.984	1.784	5.872	3.326	1.336	3.204	2.452	1.982	4.493	1.865	6.569	0.055	3.362	0.658	6.099	0.05	3.399	0.0	7.157	4.092	0.228	3.852	1.635	1.244	2.194	0.177	0.679	3.983
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella	genus				1.211	0.0	1.185	1.675	2.262	0.417	0.295	1.313	1.653	0.498	0.054	1.011	1.722	0.538	0.04	0.47	0.264	0.561	0.489	1.445	1.435	0.986	0.305	1.965	0.139	1.453	0.072	2.263	1.31	0.0	0.319	0.12	1.029	6.233	1.086	0.253	0.723	0.756	0.901	0.685	0.357	0.83	2.374	2.019	0.183	2.679	0.03	2.09	0.924	0.197	0.28	1.45	2.723	1.595	2.048	0.107	1.179	2.631	1.915	1.207	0.779	1.459	1.093	0.037	0.516	1.199	0.657	0.232	0.213	0.142	0.412	0.643	0.055	0.426	0.554	1.237	0.045	0.135	1.616	0.32	0.065	1.154	1.412	0.0	0.746	1.182	0.99	0.168	0.041	0.937	0.0	1.766	0.421	2.235	1.803	0.74	0.055	0.841	0.826	0.475	1.496	1.51	1.237	0.716	5.731	3.319	1.414	0.186	0.809	3.812	1.453	0.263	0.022	0.285	0.909	1.202	1.159	0.798	1.803	1.177	0.598	0.219	0.277	1.151	0.257	0.07	0.205	3.544	1.385	1.171	0.501	1.656	0.0	4.341	0.282	0.772	0.636	0.983	0.821	1.463	0.0	0.228	0.066	1.729	4.692	0.794	0.748	0.165	0.592
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	genus				6.599	0.162	6.455	4.358	8.089	6.738	0.676	7.269	6.629	3.031	0.217	9.4	10.289	5.606	0.491	1.55	2.606	8.523	16.986	8.405	4.94	9.873	2.193	12.616	0.861	7.283	0.468	3.113	2.349	8.358	0.266	6.485	4.736	8.172	1.448	2.802	16.239	10.737	10.273	4.257	15.309	2.303	6.246	3.964	6.902	2.959	4.847	3.152	1.153	14.631	3.098	8.996	2.213	15.406	8.923	14.966	9.48	2.812	4.391	8.841	2.981	8.1	2.801	5.768	6.149	2.386	1.378	13.843	1.739	10.258	4.991	12.524	1.299	3.928	2.059	6.166	1.388	3.403	3.745	2.503	0.705	8.107	1.557	1.218	11.16	14.634	9.366	2.897	2.019	14.608	14.861	7.426	10.185	6.704	18.159	8.53	0.476	3.213	2.862	0.071	13.122	3.613	14.712	3.888	6.23	3.272	17.17	2.405	3.209	0.827	2.97	16.056	3.013	0.41	13.177	10.139	14.138	7.428	12.148	3.307	8.207	0.143	2.676	2.706	4.75	3.411	4.667	10.678	9.232	1.478	0.604	4.684	5.676	4.404	4.322	6.446	9.23	14.273	5.018	5.798	0.0	11.606	0.878	11.909	3.59	5.103	6.273	0.515	6.381
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella	genus				0.855	0.013	1.07	0.132	0.011	0.0	0.389	0.967	0.793	0.632	0.326	0.411	1.991	0.383	0.106	0.886	0.825	0.0	0.154	0.425	0.553	0.079	0.153	0.03	0.111	0.49	0.048	1.515	2.18	0.095	0.053	0.557	1.372	1.461	0.702	0.0	0.145	0.0	1.842	2.405	0.713	0.0	0.74	0.204	0.076	3.683	0.211	3.5	1.33	0.0	0.999	0.282	1.063	0.863	2.11	0.128	0.432	1.996	0.383	0.632	0.962	0.17	0.019	0.037	0.986	1.637	0.509	0.0	0.459	0.249	0.265	1.825	0.276	0.825	0.158	1.531	0.018	0.689	0.264	0.25	0.011	0.054	1.485	0.0	0.0	0.512	0.917	1.987	0.543	0.852	0.0	0.0	0.477	0.0	1.076	0.622	0.022	0.352	0.094	0.119	0.015	1.276	0.161	0.272	3.235	0.698	0.538	0.213	0.913	2.301	1.211	0.038	0.022	0.107	0.705	0.1	1.327	0.486	0.963	0.106	2.991	0.099	0.031	2.625	0.652	0.123	0.983	0.825	0.72	0.955	0.311	2.409	0.111	1.113	0.313	2.112	0.172	0.43	0.111	0.958	1.124	0.325	1.306	0.244	1.224	0.902	0.208	0.082	6.295
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella	genus				0.676	0.0	0.374	0.447	0.702	0.75	0.0	0.594	0.244	0.089	0.0	0.348	0.693	0.023	0.066	0.498	0.233	0.561	1.006	0.514	0.141	0.859	0.057	0.765	0.361	0.205	0.096	0.113	0.182	0.73	0.0	0.196	0.633	0.264	0.0	0.0	0.506	0.756	0.229	0.0	0.743	0.089	0.241	0.482	0.869	0.076	0.351	0.063	0.079	1.554	0.02	0.51	0.07	1.201	0.786	0.875	1.236	0.068	0.698	0.316	0.0	0.292	0.192	1.767	0.023	0.032	0.021	0.712	0.033	0.036	0.571	0.608	0.456	0.463	0.317	0.503	0.118	0.031	0.14	0.083	0.0	2.47	0.0	0.016	4.052	1.73	0.396	0.048	0.092	2.555	0.0	0.0	0.449	0.0	1.107	0.755	0.033	0.0	0.111	0.0	1.585	0.0	1.251	0.296	0.434	0.251	0.411	0.438	0.026	0.0	0.153	2.065	0.157	0.0	0.52	1.191	0.822	0.156	1.511	0.331	0.782	0.0	0.354	0.081	0.017	0.299	0.072	0.189	0.434	0.033	0.0	0.148	0.629	0.11	0.094	0.347	1.161	1.146	0.866	0.139	0.0	1.814	0.0	0.31	0.53	0.498	1.651	0.0	0.076
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella	genus				0.048	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.063	0.112	0.0	0.013	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.09	0.0	0.095	0.0	0.082	0.0	0.054	0.0	0.0	0.013	0.0	0.022	0.0	0.036	0.0	0.0	0.029	0.0	0.011	0.0	0.093	0.03	0.063	0.0	0.057	0.0	0.0	0.0	0.013	0.018	0.0	0.006	0.064	0.011	0.136	0.0	0.056	0.034	0.049	0.0	0.0	0.117	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.105	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.089	0.0	0.031	0.0	0.0	0.0	0.036	0.04	0.0	0.185	0.039	0.018	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.139	0.012	0.0	0.153	0.0	0.2	0.0	0.0	0.0	0.0	0.033	0.027	0.008	0.0	0.135	0.0	0.039	0.0	0.11	0.0	0.181	0.0	0.017	0.0	0.008	0.209	0.103	0.061	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga	genus				0.197	0.714	0.0	0.205	0.08	0.0	0.072	0.401	0.646	0.739	0.127	0.379	0.112	0.726	0.013	0.387	0.025	0.0	0.307	0.064	0.259	0.111	0.458	0.09	0.0	0.158	1.177	1.003	0.026	0.906	0.213	0.105	0.251	0.126	0.192	0.0	0.072	0.061	0.215	0.554	0.0	0.033	0.327	0.019	0.381	2.159	0.01	0.782	0.075	0.148	0.1	0.577	0.545	0.113	0.248	0.0	0.258	0.476	0.041	0.056	0.515	0.049	0.0	0.037	0.094	0.257	0.254	0.046	0.705	0.0	0.013	0.149	0.111	0.037	0.053	0.692	0.091	0.166	0.0	0.487	0.0	0.174	0.67	0.0	0.201	0.024	0.021	0.503	1.784	0.213	0.0	0.0	0.884	0.0	0.063	0.503	0.033	0.061	0.043	0.024	0.326	1.546	0.067	0.012	1.424	1.412	0.027	0.053	0.104	0.324	0.064	0.038	0.022	0.053	0.167	0.122	0.316	0.85	0.232	0.0	0.476	0.099	0.569	0.092	0.514	0.07	0.0	1.17	0.19	0.565	0.035	0.902	0.0	0.331	0.115	0.126	0.172	0.172	0.044	0.087	0.315	0.041	0.582	0.0	0.571	0.233	0.114	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.732	0.0	0.007	0.0	0.0	0.045	0.006	0.0	0.028	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.465	0.086	0.0	0.0	0.0	0.0	0.0	0.009	0.691	0.0	0.309	0.044	0.0	0.0	0.0	0.011	0.0	0.274	0.0	0.0	0.0	0.0	0.503	0.0	0.0	1.06	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.533	0.463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.222	0.036	0.013	0.0	0.0	0.0	0.465	0.133	0.235	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.379	0.0	0.0	0.225	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.033	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.173	0.303	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella	genus				0.056	0.256	0.21	0.046	0.193	0.0	0.043	0.207	0.573	0.962	0.199	0.316	0.246	0.698	0.04	0.36	0.252	0.0	0.028	0.417	0.071	0.127	0.286	0.135	0.0	0.032	0.108	0.348	0.298	0.027	0.013	0.331	0.277	0.214	0.288	0.222	0.145	0.098	0.282	0.379	0.134	0.0	0.138	0.019	0.137	0.775	0.08	0.622	0.495	0.0	0.16	0.269	0.167	0.038	0.384	0.085	0.124	0.93	0.164	0.223	0.447	0.0	0.038	0.0	0.375	0.514	0.509	0.015	0.23	0.0	0.146	0.011	0.387	0.358	0.106	0.021	0.78	0.039	0.062	0.056	0.0	0.0	0.0	0.0	0.0	0.158	0.063	0.239	0.472	0.0	0.0	0.032	0.196	0.0	0.079	0.489	0.066	0.031	0.392	0.273	0.015	0.216	0.04	0.025	0.231	0.722	0.356	0.239	0.365	0.144	0.178	0.038	0.022	0.16	0.037	0.011	0.126	0.156	0.207	0.0	0.522	0.154	0.062	0.15	0.051	0.0	0.522	0.089	0.122	0.299	0.363	0.296	0.0	0.087	0.073	0.142	0.0	0.067	0.0	0.209	0.0	0.0	0.527	0.179	0.0	0.054	0.249	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella	genus				2.021	3.031	6.22	1.456	2.691	4.874	9.917	3.275	4.665	2.5	6.325	1.848	1.633	7.86	25.843	3.639	3.973	1.63	1.229	3.468	16.643	8.442	2.67	2.115	1.722	5.513	12.201	5.058	4.035	2.34	1.531	3.476	2.902	6.031	2.926	3.008	2.098	4.254	12.895	2.945	0.58	2.48	3.975	9.504	1.326	4.749	6.052	2.369	3.926	1.456	2.578	2.39	7.957	1.051	3.156	3.715	2.814	1.497	2.544	2.452	8.666	0.535	6.311	3.829	3.708	1.391	6.846	1.471	4.791	5.539	3.053	0.895	1.009	3.887	4.514	1.342	3.012	6.065	1.554	9.054	12.584	0.349	9.886	7.359	1.659	0.0	1.74	10.498	6.171	0.0	1.514	6.669	1.613	0.0	2.214	2.073	6.355	7.466	1.082	16.097	0.726	1.402	0.861	1.481	1.812	0.071	7.782	26.239	2.687	6.76	2.014	2.19	1.866	6.275	1.021	4.641	2.55	0.989	1.426	18.865	4.51	14.096	11.843	6.989	16.358	7.841	1.402	0.646	6.666	5.68	12.226	2.719	3.254	4.167	17.516	5.154	0.919	0.668	0.488	9.49	1.754	1.985	2.085	1.823	4.039	3.656	7.073	3.725	4.098
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;Staphylococcus	genus				0.015	0.0	0.0	0.046	0.005	0.0	0.022	0.0	0.006	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.015	0.013	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.03	0.0	0.07	0.046	0.705	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.016	0.071	0.0	0.0	0.028	0.0	0.0	0.021	0.0	0.0	0.047	0.0	0.0	0.0	0.561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.598	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.015	0.0	0.013	0.0	0.009	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.053	0.01	0.011	0.027	0.008	0.035	0.0	1.368	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.561	0.0	0.573
Bacteria;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia	genus				0.053	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.585	0.186	0.0	0.111	0.022	0.246	0.013	0.0	0.283	0.0	0.098	0.064	0.247	0.095	0.038	0.12	0.0	0.0	0.793	0.061	0.078	0.135	0.0	0.0	0.29	0.013	0.052	0.0	0.0	0.0	0.0	0.277	0.119	0.0	0.052	0.0	0.046	0.317	0.02	0.017	0.159	0.444	3.157	0.403	0.07	0.019	0.149	0.0	0.146	0.0	0.205	0.093	0.244	0.0	0.0	0.037	0.0	0.086	0.36	0.0	0.558	0.0	0.066	0.0	0.014	0.179	0.0	0.168	0.091	0.026	0.0	0.111	0.0	0.0	0.435	0.0	0.166	0.171	0.0	0.012	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.059	0.0	0.092	0.0	0.249	0.118	0.0	0.013	0.0	0.092	1.365	0.073	0.0	0.391	0.0	0.204	0.0	0.0	0.0	0.037	0.011	0.105	0.035	1.45	0.066	0.153	0.208	0.015	0.012	0.412	0.0	0.0	0.089	0.041	0.0	0.035	0.013	0.0	0.0	0.031	0.299	0.0	0.01	0.0	0.104	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella	genus				6.752	0.62	1.776	3.149	2.659	4.239	5.181	4.063	6.55	2.233	1.559	0.885	1.342	1.63	0.319	1.896	5.439	1.095	1.229	3.299	3.952	2.734	1.24	1.395	0.292	3.586	1.897	3.072	1.557	2.394	0.226	2.453	1.847	4.76	1.397	8.518	0.832	3.193	0.39	2.813	3.508	1.495	2.546	4.965	0.99	2.717	1.335	2.238	2.507	3.8	1.819	1.907	4.558	1.801	2.902	1.089	2.791	1.497	1.655	0.557	2.534	2.36	2.877	2.97	3.426	0.995	6.571	2.57	4.02	1.46	2.854	3.708	0.829	2.099	1.478	6.019	2.195	1.824	3.061	5.355	0.173	0.242	1.521	0.471	2.31	0.95	1.292	2.191	0.728	1.065	3.147	2.113	3.339	4.709	2.104	1.51	0.565	1.958	6.447	3.894	3.658	3.577	4.021	3.086	1.451	1.036	4.753	1.9	1.122	1.762	1.3	4.217	0.517	1.586	1.336	0.434	2.318	0.885	1.718	4.458	3.329	4.388	2.046	3.489	4.338	3.217	4.033	0.312	3.598	3.164	1.485	1.521	1.424	4.199	6.211	1.529	1.141	0.936	2.02	6.373	4.137	2.277	1.998	2.763	6.181	1.47	3.833	4.301	2.388
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	genus				0.003	0.0	0.0	0.0	0.0	0.771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.057
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	genus				58.958	80.752	29.882	66.685	45.942	49.458	71.387	34.784	38.444	39.105	79.558	13.839	31.559	40.327	67.162	31.299	48.369	61.154	40.494	41.583	43.66	43.45	42.944	33.453	79.514	43.918	46.511	32.303	61.762	44.279	91.68	45.561	52.507	28.859	51.696	63.252	34.25	40.256	40.299	47.507	41.959	48.212	37.663	50.704	56.773	31.365	72.571	47.496	58.308	29.682	38.429	20.113	40.646	23.006	29.144	41.247	18.59	39.442	18.468	16.085	37.234	50.377	62.651	60.714	33.818	26.656	49.491	37.318	43.265	49.012	52.635	23.625	60.199	46.587	65.919	34.585	60.105	64.774	42.371	49.026	68.123	9.383	52.164	74.35	27.485	46.229	43.848	51.772	68.775	44.506	55.777	42.961	38.889	48.843	44.29	15.934	83.99	49.342	31.673	65.622	14.1	16.646	26.775	67.798	14.873	54.77	35.426	44.108	21.445	33.945	51.351	38.681	78.485	72.389	28.044	29.482	36.41	18.535	29.853	49.583	31.876	48.881	56.137	42.28	43.45	68.917	25.23	18.669	36.003	45.449	71.3	27.204	72.176	52.336	52.944	37.116	40.83	11.839	65.697	39.004	54.092	20.984	43.815	32.841	37.25	54.925	46.219	78.514	37.205
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio	genus				0.068	0.0	0.0	0.041	0.038	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.045	0.086	0.0	0.0	0.0	0.0	0.028	0.008	0.0	0.016	0.0	0.06	0.0	0.095	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.012	0.054	0.0	0.238	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124	0.0	0.23	0.045	0.0	0.074	0.0	0.024	0.0	0.0	0.023	0.021	0.0	0.015	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.012	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.074	0.0	0.061	0.009	0.0	0.0	0.018	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.019	0.045	0.0	0.0	0.024	0.318	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.04	0.0	0.0	0.0	0.063	0.0	0.124	0.022	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Catonella	genus				0.207	0.013	1.164	0.105	0.348	0.0	0.115	0.124	0.079	0.305	0.0	0.284	0.112	0.0	0.0	0.152	0.069	0.0	0.237	0.12	0.129	0.079	0.172	0.975	0.0	0.174	0.0	0.317	0.208	0.068	0.106	0.211	0.158	0.113	0.126	0.0	0.398	0.134	0.282	0.16	0.045	0.033	0.206	0.111	0.701	0.241	0.1	0.074	0.042	0.642	0.12	0.658	0.378	0.657	0.458	0.085	0.219	0.817	0.041	0.427	0.298	0.122	0.096	0.025	0.047	0.182	0.106	0.248	0.033	0.0	0.146	0.092	0.0	0.811	0.396	0.273	0.009	0.031	0.031	0.167	0.087	0.336	0.634	0.065	0.379	0.073	0.354	0.168	0.021	0.0	0.518	0.0	0.673	0.0	0.269	0.104	0.044	0.275	0.026	0.0	0.03	0.126	0.054	0.025	0.795	0.063	0.155	0.013	0.052	0.431	0.612	0.175	0.0	0.0	0.316	0.2	0.169	0.347	0.463	0.0	0.46	0.0	0.077	0.104	0.326	0.0	0.358	0.223	0.312	0.257	0.0	0.323	0.0	0.142	0.01	0.221	0.151	0.258	0.044	0.47	0.0	0.455	0.099	0.451	0.347	0.101	0.0	0.0	0.048
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum	genus				0.802	0.013	0.325	0.237	0.852	0.062	0.252	0.083	0.323	0.319	0.0	0.853	0.358	0.721	0.08	0.401	0.441	0.0	0.475	0.442	0.423	0.318	0.229	0.465	0.181	0.205	0.012	0.44	0.156	0.162	0.027	0.211	0.58	0.151	0.155	0.016	0.506	0.609	0.054	0.102	0.431	0.155	0.292	0.482	0.213	0.546	0.04	0.143	0.177	0.691	0.32	0.349	0.149	1.257	0.631	0.171	0.601	0.431	0.137	0.464	0.285	0.73	0.058	0.135	0.094	0.31	0.254	0.248	0.164	0.036	0.332	0.964	0.028	0.335	0.238	0.461	0.018	0.0	0.0	0.362	0.076	3.007	0.0	0.601	0.983	0.244	0.854	0.168	0.195	2.641	1.753	0.0	1.375	0.0	0.522	2.014	0.0	0.367	0.281	0.0	1.2	0.18	0.377	0.247	0.943	0.008	0.201	0.239	0.078	0.431	0.523	0.751	0.067	0.125	0.483	0.657	1.812	0.469	0.975	0.278	0.721	0.0	0.215	0.081	0.309	0.211	0.256	0.223	0.421	0.282	0.0	0.74	0.166	0.134	0.031	0.473	1.111	0.554	0.333	0.07	0.0	1.797	0.911	0.489	0.428	0.716	0.27	0.123	0.0
