Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015006-RAF	S700015298-RAF	S700016085-RAF	S700016176-RAF	S700016661-RAF	S700021884-RAF	S700023275-RAF	S700023428-RAF	S700023485-RAF	S700023535-RAF	S700023629-RAF	S700023662-RAF	S700023796-RAF	S700023853-RAF	S700023944-RAF	S700023995-RAF	S700024103-RAF	S700024155-RAF	S700024262-RAF	S700024314-RAF	S700024433-RAF	S700024517-RAF	S700024562-RAF	S700024611-RAF	S700024681-RAF	S700024707-RAF	S700024760-RAF	S700024874-RAF	S700024926-RAF	S700024974-RAF	S700032040-RAF	S700032978-RAF	S700033032-RAF	S700033187-RAF	S700033489-RAF	S700033554-RAF	S700033611-RAF	S700033716-RAF	S700033783-RAF	S700034077-RAF	S700034134-RAF	S700034222-RAF	S700034828-RAF	S700034891-RAF	S700035210-RAF	S700037024-RAF	S700037050-RAF	S700037118-RAF	S700037171-RAF	S700037228-RAF	S700037331-RAF	S700037385-RAF	S700037433-RAF	S700037476-RAF	S700037556-RAF	S700037657-RAF	S700037708-RAF	S700037785-RAF	S700037842-RAF	S700037876-RAF	S700037924-RAF	S700038029-RAF	S700038154-RAF	S700038185-RAF	S700038255-RAF	S700038362-RAF	S700038410-RAF	S700038574-RAF	S700038622-RAF	S700038730-RAF	S700038898-RAF	S700038974-RAF	S700095269-RAF	S700095406-RAF	S700095463-RAF	S700095520-RAF	S700095703-RAF	S700095770-RAF	S700097287-RAF	S700097347-RAF	S700097684-RAF	S700098415-RAF	S700098595-RAF	S700098988-RAF	S700099055-RAF	S700099115-RAF	S700099799-RAF	S700099856-RAF	S700100075-RAF	S700100283-RAF	S700100346-RAF	S700100593-RAF	S700101277-RAF	S700101343-RAF	S700101568-RAF	S700101634-RAF	S700101691-RAF	S700101950-RAF	S700102295-RAF	S700102409-RAF	S700102641-RAF	S700102958-RAF	S700103297-RAF	S700103583-RAF	S700103649-RAF	S700105171-RAF	S700105330-RAF	S700105640-RAF	S700105900-RAF	S700106046-RAF	S700106322-RAF	S700106569-RAF	S700106719-RAF	S700106792-RAF	S700106904-RAF	S700106926-RAF	S700106974-RAF	S700107003-RAF	S700107093-RAF	S700112099-RAF	S700112808-RAF	S700113031-RAF	S700113101-RAF	S700113152-RAF	S700113531-RAF	S700113570-RAF	S700113644-RAF	S700113672-RAF	S700113743-RAF	S700113797-RAF	S700113848-RAF	S700114045-RAF	S700114187-RAF	S700114242-RAF	S700114295-RAF	S700114347-RAF	S700114415-RAF	S700114450-RAF	S700114513-RAF	S700114586-RAF	S700114643-RAF	S700114677-RAF	S700114725-RAF	S700114775-RAF	S700114826-RAF	S700114880-RAF	S700114929-RAF	S700116209-RAF	S700116334-RAF	S700116386-RAF	S700116476-RAF	S700116806-RAF	S700116836-RAF	S700116896-RAF	S700117633-RAF	S700117745-RAF	S700117856-RAF	S700118466-RAF	S700119098-RAF	S700119218-RAF	S700119618-RAF	S700120043-RAF	S700120093-RAF	S700121695-RAF	S700122400-RAF	S700123618-RAF	S700161626-RAF	S700161846-RAF	S700161900-RAF	S700161953-RAF	S700163038-RAF	S700163209-RAF	S700163549-RAF	S700163656-RAF	S700163707-RAF	S700163782-RAF	S700163916-RAF	S700163971-RAF	S700164078-RAF	S700164187-RAF	S700164220-RAF	S700164277-RAF	S700164347-RAF	S700164399-RAF	S700164495-RAF	S700164546-RAF	S700164763-RAF	S700164860-RAF	S700165140-RAF	S700165308-RAF	S700165404-RAF	S700165452-RAF	S700165662-RAF	S700165806-RAF	S700166081-RAF	S700166639-RAF	S700166831-RAF	S700171110-RAF	S700171143-RAF	S700171418-RAF	S700171469-RAF	S700171521-RAF	S700171569-RAF	S700171676-RAF	S700171887-RAF	S700171924-RAF	S700171983-RAF	S700172546-RAF	S700172705-RAF	S700172810-RAF	S700173020-RAF	S700173068-RAF	S700173317-RAF	S700173478-RAF	S700173574-RAF	S700173624-RAF	S700175301-RAF
Bacteria;Bacteroidota;Bacteroidia	class				0.0	0.0	0.244	0.0	0.02	0.0	0.0	0.0	0.0	0.115	0.0	0.024	0.0	0.0	0.0	0.399	0.37	0.0	0.301	0.574	0.046	0.0	0.0	0.0	0.133	0.0	0.043	0.0	0.0	0.135	0.0	0.886	1.892	0.0	3.985	0.0	0.0	0.0	0.0	0.0	0.0	0.521	0.79	0.0	0.48	0.0	0.0	1.09	0.056	0.368	0.974	0.018	0.742	0.028	0.0	1.232	1.639	0.183	0.0	0.0	0.0	0.826	0.074	0.0	0.0	0.334	0.0	0.077	0.394	0.0	0.707	0.0	0.0	0.048	0.0	1.777	1.862	0.0	5.333	0.0	0.154	3.612	0.641	0.204	9.871	0.0	0.044	0.016	0.021	0.805	5.743	2.029	0.0	0.765	0.0	0.0	0.089	0.701	0.013	0.233	0.467	0.0	2.469	2.585	0.186	0.246	1.53	0.0	6.308	0.731	1.831	0.0	0.0	0.0	0.236	0.0	0.0	0.0	0.616	0.0	3.111	1.347	0.015	5.208	0.074	0.0	3.98	0.115	0.483	1.181	0.321	0.108	0.04	1.08	1.862	0.347	0.0	1.23	0.0	0.795	0.0	0.532	0.62	2.461	3.549	0.0	0.9	0.822	1.099	0.037	0.373	0.0	10.001	0.0	0.13	0.0	0.027	0.153	0.0	0.0	0.728	4.395	7.576	0.252	0.0	0.039	0.08	0.286	0.0	2.082	0.181	0.0	0.0	0.086	1.4	0.814	0.642	0.549	0.28	0.368	0.174	0.016	0.389	0.124	0.313	0.885	0.337	1.348	0.192	0.264	0.768	0.0	0.929	0.0	0.197	0.0	0.0	0.343	8.245	0.0	0.493	0.369	0.851	0.782	3.245	0.332	0.0	1.308	0.431	0.024	0.081	0.079	0.476	0.811	0.0	0.0	8.459
Bacteria;Bacteroidota;Flavobacteriia	class				0.0	0.0	0.433	0.0	0.01	0.0	0.0	0.602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.181	0.0	0.0	0.0	0.0	0.158	0.0	0.0	0.0	1.879	0.0	0.0	0.051	0.386	0.132	0.836	0.0	0.092	0.0	0.606	0.012	0.0	0.0	0.0	0.0	0.0	0.081	0.235	0.141	0.232	0.0	0.0	0.0	0.058	0.0	0.0	0.255	0.0	0.0	0.029	0.0	0.43	0.0	0.0	1.383	0.0	0.034	0.709	0.067	0.323	0.284	0.026	0.087	0.0	0.0	0.403	0.0	0.0	0.0	0.102	0.0	0.0	0.007	0.0	0.013	0.0	0.727	0.022	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	8.08	0.0	0.0	0.0	0.0	0.0	0.0	2.105	0.0	0.449	0.064	0.0	0.0	0.0	0.0	0.807	0.0	0.066	0.0	0.345	4.344	0.398	1.026	0.0	0.746	0.0	0.0	0.0	0.0	0.0	0.717	0.0	0.0	0.247	0.0	0.0	0.0	0.0	0.0	0.0	0.058	5.33	0.0	0.0	0.0	0.376	0.128	0.0	0.0	0.0	0.0	1.918	0.0	0.0	0.0	0.0	0.112	2.933	1.344	1.085	0.0	0.0	0.011	3.187	0.153	0.0	0.015	0.02	0.0	0.029	0.14	0.246	0.918	0.078	0.068	0.072	0.568	0.048	0.512	0.047	0.0	2.72	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.185	0.0	0.391	0.0	0.332	0.0	0.69	0.251	0.0	0.0	0.0	0.0	3.242	0.423	0.097	12.788
Bacteria;Bacillota;Bacilli	class				10.966	0.627	25.683	3.648	0.83	16.625	1.71	0.178	3.238	15.232	28.79	5.818	2.842	34.701	5.992	42.422	73.382	53.868	5.355	10.868	7.693	4.716	18.784	1.5	1.775	17.67	14.715	2.469	1.013	8.264	4.728	22.7	28.486	63.622	10.332	0.415	17.553	6.118	2.539	12.332	1.336	12.473	23.041	3.305	76.342	31.482	4.522	21.463	4.76	25.878	5.96	17.561	29.758	19.73	56.484	31.397	19.175	18.264	5.68	12.286	2.938	27.122	16.266	11.758	5.146	5.878	5.043	8.886	6.417	17.701	11.39	7.116	3.445	27.03	16.427	5.401	17.833	16.567	18.073	88.76	70.591	38.882	62.939	35.703	23.932	90.49	95.09	2.214	2.961	26.248	32.118	18.105	75.891	15.445	8.74	8.309	4.552	12.62	6.789	4.868	19.095	5.604	18.364	21.297	6.072	3.721	19.374	15.627	16.251	16.696	13.483	15.239	8.225	12.903	71.268	4.39	51.926	0.0	24.846	8.17	19.172	12.263	17.802	10.494	17.543	19.067	81.246	71.435	24.781	7.325	69.601	5.03	19.899	25.607	17.281	9.804	18.72	15.198	3.533	27.645	28.897	17.011	23.584	9.609	31.719	2.677	2.426	41.843	18.352	6.351	39.731	9.259	18.656	5.404	3.027	15.962	5.493	7.901	1.452	0.923	78.866	2.1	28.646	31.698	21.68	12.795	4.633	15.063	11.274	25.716	91.23	68.908	88.872	5.593	19.72	20.712	6.754	15.184	39.457	5.297	27.5	1.318	4.338	6.588	6.821	10.912	25.385	26.807	5.455	12.219	25.682	0.583	23.516	6.491	94.248	0.502	20.705	3.2	33.529	37.225	49.883	10.898	4.666	25.684	12.033	35.146	14.871	18.02	54.856	2.047	59.188	18.049	1.786	45.026	10.487	9.173	13.845
Bacteria;Bacillota;Clostridia	class				1.415	0.0	0.514	0.0	0.034	0.19	0.0	0.0	0.0	0.359	0.019	0.338	0.0	0.0	0.499	0.0	0.0	0.0	0.0	0.464	1.942	0.0	0.543	0.0	0.028	2.189	3.156	0.0	0.0	0.0	0.73	0.0	0.0	0.0	1.328	0.109	0.0	0.0	0.356	2.727	0.0	1.126	1.361	0.0	0.0	0.349	0.4	4.073	0.32	4.617	2.921	0.0	0.651	1.24	3.146	12.695	0.0	0.183	1.08	0.381	0.0	0.706	0.479	0.0	0.0	1.195	0.461	0.328	0.14	0.0	0.0	1.677	0.043	0.248	11.584	0.694	0.0	0.0	3.669	0.026	1.8	0.979	0.0	1.82	1.099	0.18	0.349	0.0	0.373	0.403	0.0	1.648	0.0	1.633	0.215	0.788	0.144	0.639	0.053	0.0	0.304	0.228	2.16	0.0	0.118	0.386	1.624	0.0	3.278	0.04	0.0	0.054	1.249	0.205	0.616	0.162	0.681	0.0	0.425	3.335	0.347	2.705	0.582	13.719	0.0	0.719	0.0	0.271	0.483	0.398	0.863	0.121	0.371	1.44	0.0	0.416	1.821	0.0	0.384	1.338	5.957	0.0	0.0	2.023	1.847	0.0	0.0	0.649	3.17	0.42	0.0	0.289	4.949	0.0	0.562	6.704	0.094	0.46	0.168	0.0	0.0	5.29	0.211	1.471	0.818	0.889	0.0	0.71	0.0	0.0	0.0	0.0	0.0	1.17	1.847	3.919	0.0	0.732	5.711	0.074	0.494	0.031	0.039	0.23	0.219	0.771	10.871	0.426	0.18	1.222	0.248	0.0	0.697	0.042	0.0	1.005	0.0	0.031	1.817	0.266	0.376	0.115	0.0	0.0	0.182	1.445	0.0	1.453	0.197	0.12	0.108	0.173	0.079	0.639	0.779	0.244	4.87
Bacteria;Bacillota;Erysipelotrichia	class				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.514	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.221	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes	class				1.745	0.063	0.704	0.008	0.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.675	2.123	0.0	0.0	0.0	0.0	0.0	0.11	0.986	1.759	0.115	0.0	0.142	1.564	0.0	0.0	0.506	0.0	0.0	0.0	0.0	0.0	1.845	0.0	0.06	0.337	0.162	0.237	0.0	0.874	0.263	0.0	0.0	0.374	0.021	2.011	0.433	3.295	0.0	0.0	1.248	0.22	0.0	0.462	2.524	0.473	0.0	0.362	0.0	0.103	0.165	0.554	0.927	0.195	0.474	0.164	0.025	0.0	0.53	0.0	0.0	0.086	0.0	0.583	0.381	0.0	4.23	0.412	0.754	2.903	0.427	0.306	5.44	0.077	0.109	0.0	0.021	0.322	2.51	1.141	0.0	0.034	0.0	0.0	0.0	0.649	0.013	0.0	1.683	0.0	0.0	1.292	0.288	0.088	1.389	0.0	5.688	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.392	0.528	2.228	0.711	1.254	0.0	0.074	0.037	0.765	0.375	0.373	0.855	0.937	0.081	1.048	0.81	2.107	0.798	0.595	2.63	0.077	1.087	0.0	2.682	1.647	1.281	8.682	0.0	1.051	0.519	1.564	0.084	6.721	0.347	11.085	0.0	0.281	0.798	0.0	0.0	0.223	0.0	0.556	0.0	4.991	1.088	0.0	0.0	0.08	0.311	0.0	1.301	0.0	0.0	0.0	0.107	0.804	1.374	0.352	1.206	0.26	0.441	0.029	0.016	0.142	0.159	0.925	0.681	5.171	0.851	0.336	0.991	1.465	0.0	1.692	0.0	0.0	0.0	0.0	0.0	9.476	0.835	0.54	0.3	0.261	0.0	1.568	0.195	0.224	1.271	0.18	0.0	0.027	0.408	0.298	1.769	0.0	0.158	2.279
Bacteria;Fusobacteriota;Fusobacteriia	class				1.478	0.0	1.461	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.724	0.0	0.0	0.0	0.381	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.011	0.028	0.078	0.0	0.0	0.0	0.124	0.287	0.0	1.946	0.496	0.0	0.0	0.603	0.0	0.108	0.0	0.0	3.411	0.417	0.0	0.0	0.623	0.062	0.0	0.0	0.652	0.0	0.0	0.09	0.303	0.0	0.0	0.998	0.107	0.141	0.4	0.0	0.615	0.0	0.286	0.0	0.111	0.0	0.0	0.0	0.0	0.844	0.0	0.0	0.029	0.0	3.957	0.0	0.0	12.129	0.361	0.189	0.912	0.681	0.119	1.134	0.0	0.0	0.0	0.021	0.242	0.0	1.712	3.586	0.051	0.0	0.0	0.0	0.0	0.013	0.0	0.326	0.0	0.0	2.455	0.474	0.0	3.413	0.0	5.55	3.142	0.0	0.976	0.597	0.0	0.417	0.307	1.046	0.0	1.556	0.0	0.362	0.615	0.284	0.0	0.0	0.0	1.629	0.031	0.395	1.229	0.789	0.081	0.703	4.625	1.264	1.284	0.84	0.0	0.0	0.753	0.0	4.361	3.877	4.754	2.734	0.0	1.138	0.0	0.0	0.065	0.075	0.174	8.288	0.0	0.0	0.559	0.027	0.153	0.028	0.0	0.0	1.167	9.007	1.36	0.0	0.0	0.0	0.461	0.092	1.648	0.0	0.473	0.155	0.0	4.796	0.916	0.0	0.153	0.02	0.044	0.0	0.016	0.013	0.124	0.266	0.0	0.144	0.39	0.108	1.156	0.024	0.0	0.995	0.0	0.0	0.0	0.0	0.078	0.41	0.0	0.07	0.162	0.096	0.326	0.474	0.137	0.0	2.543	0.0	0.036	0.0	0.251	0.476	2.702	0.089	0.0	14.212
Bacteria;Pseudomonadota;Alphaproteobacteria	class				0.436	1.945	1.218	0.298	0.161	0.0	2.581	0.178	0.691	0.746	2.041	0.773	1.068	0.0	0.0	0.308	0.0	3.433	1.104	3.181	0.774	0.0	0.724	0.224	0.028	0.938	6.824	2.205	1.538	0.472	0.0	0.0	1.784	0.0	0.0	11.987	0.588	0.27	0.776	0.069	0.0	0.89	0.373	0.0	0.0	1.096	0.42	0.536	22.69	0.201	6.61	0.129	0.253	1.405	0.132	0.0	2.562	1.358	0.125	0.095	0.081	0.247	1.0	0.911	1.037	0.181	0.408	0.116	0.089	0.0	2.789	0.36	0.0	0.096	0.0	0.0	1.615	0.0	0.02	0.309	0.0	5.132	0.708	0.527	0.089	0.0	0.0	0.0	0.456	0.886	0.0	0.0	0.0	0.0	0.0	0.0	7.998	0.0	0.0	0.0	0.0	0.228	0.0	0.0	0.0	1.334	1.507	0.0	0.454	2.648	0.0	0.0	2.28	0.499	1.304	1.214	0.697	1.811	0.0	0.0	0.13	0.244	0.388	2.449	3.997	0.055	0.0	0.375	0.11	1.217	0.271	2.65	2.136	1.08	0.878	1.874	0.0	3.893	0.154	0.335	2.598	1.31	0.549	0.0	0.422	0.881	0.838	0.087	0.676	0.0	0.0	0.231	0.0	0.089	0.324	1.836	0.054	0.588	6.981	0.0	0.0	0.0	0.146	0.0	0.023	2.01	0.0	0.71	2.291	1.431	0.0	0.135	0.0	0.451	0.06	2.188	0.642	6.73	0.359	0.0	2.849	0.031	0.777	0.671	0.408	0.113	0.048	2.554	0.396	0.0	0.236	0.167	0.0	0.166	0.0	0.0	0.0	0.0	0.0	0.0	1.08	1.292	0.0	0.0	0.729	0.098	5.963	1.017	0.341	0.0	0.188	0.754	0.179	0.0	0.401	0.049	0.0
Bacteria;Pseudomonadota;Betaproteobacteria	class				1.015	4.078	4.005	0.832	0.0	13.148	25.839	2.674	56.002	15.462	15.439	2.1	52.748	35.152	2.604	0.254	1.226	5.658	2.945	3.446	1.062	31.906	3.068	0.526	0.351	1.251	2.175	2.616	3.319	0.404	11.456	0.0	4.649	2.088	6.642	0.067	0.0	0.893	1.493	7.144	0.723	3.925	0.878	0.244	2.713	4.981	0.4	3.093	1.016	3.044	0.531	0.314	0.452	2.177	1.262	1.408	4.445	1.388	3.489	1.39	0.243	2.232	3.496	3.806	5.601	0.236	0.764	0.831	6.836	0.658	2.985	0.758	0.322	0.056	0.0	3.818	1.57	0.134	17.432	0.077	0.732	2.238	11.904	0.578	8.143	0.438	0.617	0.889	0.186	3.623	0.997	2.307	0.0	0.578	1.732	0.116	0.259	0.319	0.196	1.439	2.225	0.163	0.0	3.463	0.846	0.193	1.742	0.0	0.537	2.43	2.179	8.46	2.47	0.058	2.319	2.892	0.996	1.43	7.446	0.781	1.375	1.326	1.03	4.664	7.92	0.0	2.266	0.844	0.417	2.916	0.764	21.493	2.332	1.584	18.195	1.371	0.607	6.933	0.883	5.27	0.0	32.58	1.416	0.877	3.534	13.984	1.338	0.519	0.245	0.103	0.672	1.273	13.369	0.0	0.951	3.113	0.027	0.435	0.0	0.059	1.111	1.828	11.234	0.423	0.312	1.276	0.107	0.618	7.974	10.581	2.08	0.135	0.0	0.462	6.643	2.85	0.476	0.397	0.399	0.074	0.93	0.124	1.36	5.228	3.382	1.18	3.331	2.565	0.312	0.727	0.204	0.444	6.932	0.083	0.109	3.881	0.0	1.249	0.332	2.183	1.151	1.265	0.837	5.215	3.355	1.357	25.084	0.941	1.49	0.32	0.538	0.361	0.913	10.071	0.572	0.183	10.137
Bacteria;Pseudomonadota;Epsilonproteobacteria	class				0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	3.748	18.179	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.565	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.722	0.0	0.0	0.338	0.0	0.493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.494	0.0	0.0	0.0	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.021	0.0	0.0	0.173	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.244	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.477	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.052	0.035	0.0	0.0	0.0	0.0	0.048	0.248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.031	0.0	0.909	0.0	0.146	9.513
Bacteria;Pseudomonadota;Gammaproteobacteria	class				0.552	0.816	1.57	0.0	0.327	0.0	0.323	0.379	0.259	0.158	2.666	0.145	0.0	1.908	0.131	0.598	0.691	0.677	0.033	0.133	0.091	0.0	0.313	0.0	0.123	0.938	0.277	0.059	3.225	0.236	0.287	0.864	0.919	8.612	0.074	0.026	3.601	2.238	2.533	0.227	0.0	3.545	1.843	0.87	0.314	0.623	0.082	0.268	0.151	0.769	0.03	0.055	0.072	1.157	0.49	0.484	3.767	0.748	0.141	0.705	0.377	0.778	0.289	1.269	2.891	0.167	0.329	0.203	0.216	0.063	1.355	1.254	0.0	0.478	0.0	0.028	0.583	0.756	13.512	0.464	0.857	3.14	0.227	0.408	11.909	0.335	0.305	0.032	0.0	0.483	1.479	4.691	0.041	0.595	0.0	0.065	0.307	0.01	0.24	0.148	0.413	0.391	0.077	0.0	0.44	0.018	0.424	5.004	0.275	0.0	1.579	0.108	0.0	0.006	0.018	0.55	0.564	0.038	0.101	0.106	0.13	0.329	0.299	0.0	0.148	0.055	1.261	0.136	0.11	0.47	0.099	2.677	0.013	0.486	0.0	1.492	0.595	0.102	0.038	3.806	6.907	0.164	0.637	0.472	0.073	1.338	0.313	0.0	0.296	0.131	0.448	0.174	20.384	0.683	0.13	0.0	0.201	0.102	0.056	0.051	0.038	0.272	1.658	0.161	0.015	1.933	0.161	0.598	6.233	1.431	1.447	0.068	0.0	0.268	1.072	0.102	0.166	2.014	0.14	0.324	0.378	0.031	0.311	0.548	0.329	0.408	0.192	0.461	0.421	0.33	0.047	0.278	0.066	0.166	0.109	0.0	0.0	0.031	0.0	0.019	0.023	0.277	0.069	0.522	1.203	0.195	0.0	4.214	0.108	0.012	0.054	0.471	0.457	0.197	0.045	0.195	0.171
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1]	class				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199	0.116	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.204	0.354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	2.249	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.059	0.0	0.0	0.065	0.159	0.031	0.0	0.0	0.0	0.0	0.842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.684	0.0	0.023	0.069	0.0	0.0	0.182	0.0	0.0	0.073	0.018	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetota;Spirochaetia	class				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
