Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev	NS-mean	NS-sd	NS-prev
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;histicola	species	298	Reads equally close to HMT 298 and 572 were assigned half to each taxon.; 	2.692	0.324	0.867	88.571	0.747	1.265	92.857	0.059	0.163	74.419	2.037	3.956	96.774	0.045	0.14	59.459	0.134	0.495	58.824	2.267	5.347	88.0	1.703	2.46	85.0	2.692	5.257	100.0	0.001	0.002	5.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nanceiensis	species	299		0.929	0.135	0.246	82.857	0.188	0.281	92.857	0.074	0.163	81.395	0.261	0.597	87.097	0.005	0.013	39.189	0.011	0.039	41.176	0.929	1.608	92.0	0.269	0.642	95.0	0.306	0.674	93.939	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT 300	species	300		0.241	0.025	0.075	51.429	0.004	0.008	42.857	0.014	0.074	27.907	0.004	0.012	32.258	0.241	0.694	67.568	0.134	0.437	70.588	0.01	0.022	48.0	0.001	0.002	10.0	0.003	0.004	42.424	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT 301	species	301		0.019	0.004	0.011	17.143	0.001	0.002	10.714	0.0	0.0	2.326	0.0	0.001	6.452	0.019	0.044	28.378	0.008	0.022	29.412	0.001	0.002	16.0	0.0	0.0	2.5	0.0	0.001	12.121	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;rava	species	302		0.171	0.012	0.02	60.0	0.039	0.067	60.714	0.002	0.006	25.581	0.17	0.311	58.065	0.006	0.016	36.486	0.001	0.004	17.647	0.077	0.273	42.0	0.067	0.256	50.0	0.171	0.345	69.697	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pleuritidis	species	303		0.19	0.038	0.148	37.143	0.053	0.195	35.714	0.014	0.058	27.907	0.041	0.136	38.71	0.19	0.601	37.838	0.038	0.103	32.353	0.003	0.013	18.0	0.001	0.003	5.0	0.029	0.135	27.273	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT 304	species	304		0.179	0.006	0.025	8.571	0.001	0.003	7.143	0.001	0.005	6.977	0.179	0.955	6.452	0.016	0.13	5.405	0.001	0.003	5.882	0.002	0.005	12.0	0.0	0.0	2.5	0.082	0.455	6.061	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT 305	species	305		0.101	0.004	0.009	48.571	0.013	0.026	71.429	0.005	0.015	32.558	0.046	0.08	77.419	0.001	0.003	8.108	0.0	0.001	2.941	0.101	0.261	88.0	0.036	0.062	65.0	0.036	0.039	84.848	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT 306	species	306		1.34	0.065	0.119	74.286	0.197	0.332	82.143	0.08	0.258	60.465	1.34	3.25	93.548	0.025	0.082	45.946	0.025	0.103	44.118	0.445	1.271	86.0	0.839	2.464	90.0	1.011	1.378	96.97	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;salivae	species	307		1.518	0.149	0.241	82.857	0.284	0.353	100.0	0.103	0.255	62.791	0.546	0.662	96.774	0.039	0.139	51.351	0.077	0.16	52.941	1.518	2.753	98.0	0.516	0.701	97.5	1.055	1.662	100.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp. HMT 308	species	308		0.324	0.02	0.039	71.429	0.057	0.074	85.714	0.02	0.076	60.465	0.215	0.248	83.871	0.005	0.014	29.73	0.004	0.017	26.471	0.204	0.564	80.0	0.131	0.208	80.0	0.324	0.374	93.939	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT 309	species	309		0.137	0.026	0.127	28.571	0.014	0.045	50.0	0.019	0.068	23.256	0.024	0.046	54.839	0.0	0.001	10.811	0.0	0.001	8.824	0.137	0.408	58.0	0.047	0.126	45.0	0.089	0.167	63.636	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oris	species	311		2.559	0.226	0.44	91.429	0.056	0.069	82.143	0.055	0.112	62.791	0.54	1.208	83.871	2.559	5.139	94.595	0.266	0.471	88.235	0.046	0.058	84.0	0.006	0.009	50.0	0.059	0.077	87.879	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;viridans	species	312		0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.003	5.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT 313	species	313		2.443	0.111	0.194	91.429	0.498	0.688	92.857	0.116	0.356	65.116	2.443	5.763	93.548	0.018	0.069	55.405	0.04	0.213	44.118	0.654	0.958	90.0	1.228	1.943	90.0	2.394	3.755	93.939	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT 314	species	314		0.73	0.11	0.196	71.429	0.323	0.48	85.714	0.087	0.201	58.14	0.613	0.646	93.548	0.046	0.165	50.0	0.048	0.125	47.059	0.369	0.46	88.0	0.709	0.957	85.0	0.73	0.661	96.97	0.0	0.001	5.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT 315	species	315		0.011	0.001	0.003	17.143	0.001	0.003	10.714	0.001	0.004	16.279	0.011	0.023	29.032	0.005	0.019	21.622	0.002	0.007	14.706	0.005	0.014	22.0	0.001	0.003	7.5	0.005	0.009	42.424	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT 317	species	317		0.367	0.244	0.769	60.0	0.026	0.055	57.143	0.151	0.54	44.186	0.016	0.031	51.613	0.367	0.833	70.27	0.313	0.837	76.471	0.013	0.018	58.0	0.002	0.004	22.5	0.014	0.04	42.424	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Bergeyella;sp. HMT 322	species	322		0.15	0.053	0.077	94.286	0.044	0.047	89.286	0.04	0.08	90.698	0.016	0.019	83.871	0.134	0.453	86.486	0.15	0.166	97.059	0.033	0.039	92.0	0.022	0.025	77.5	0.025	0.076	75.758	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT 323	species	323		0.133	0.002	0.007	17.143	0.017	0.086	10.714	0.001	0.003	16.279	0.0	0.001	9.677	0.125	0.705	62.162	0.133	0.374	79.412	0.001	0.002	14.0	0.0	0.0	2.5	0.005	0.026	6.061	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT 324	species	324		0.098	0.004	0.01	25.714	0.003	0.008	25.0	0.008	0.032	20.93	0.0	0.001	6.452	0.068	0.315	50.0	0.098	0.186	73.529	0.001	0.002	30.0	0.0	0.001	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;granulosa	species	325	Reads equally close to HMT 325 and 337 were assigned half to each taxon.; 	2.216	0.085	0.182	85.714	0.439	2.116	78.571	0.037	0.094	67.442	0.023	0.044	67.742	1.321	3.21	89.189	2.216	2.821	97.059	0.033	0.052	80.0	0.034	0.116	55.0	0.158	0.665	66.667	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT 326	species	326		0.739	0.025	0.053	65.714	0.026	0.063	50.0	0.032	0.089	44.186	0.002	0.005	29.032	0.46	1.023	63.514	0.739	1.284	79.412	0.009	0.017	50.0	0.001	0.002	15.0	0.005	0.016	21.212	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae [G-1];bacterium HMT 327	species	327		0.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.215	0.638	20.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;leadbetteri	species	329		0.983	0.093	0.226	71.429	0.041	0.089	75.0	0.134	0.413	88.372	0.086	0.309	61.29	0.49	1.136	78.378	0.983	1.404	88.235	0.104	0.173	84.0	0.088	0.445	50.0	0.134	0.407	72.727	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;auricularis	species	331		0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.066	5.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT 332	species	332		0.246	0.038	0.195	28.571	0.001	0.004	7.143	0.0	0.002	13.953	0.0	0.001	6.452	0.027	0.162	14.865	0.246	1.221	26.471	0.003	0.008	20.0	0.001	0.003	12.5	0.002	0.005	21.212	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;massiliense	species	333		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT 334	species	334		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT 335	species	335		0.316	0.004	0.007	40.0	0.013	0.044	25.0	0.002	0.006	13.953	0.001	0.002	16.129	0.112	0.32	71.622	0.316	0.86	91.176	0.001	0.003	28.0	0.0	0.001	2.5	0.002	0.007	12.121	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT 336	species	336	Reads equally close to HMT 336 and 864 were assigned half to each taxon.; 	0.395	0.01	0.021	54.286	0.016	0.039	39.286	0.035	0.206	32.558	0.001	0.001	19.355	0.099	0.179	77.027	0.395	0.589	82.353	0.004	0.006	42.0	0.0	0.001	7.5	0.003	0.01	21.212	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;gingivalis	species	337	Reads equally close to HMT 325 and 337 were assigned half to each taxon.; 	1.354	0.062	0.091	80.0	0.125	0.29	78.571	0.082	0.134	79.07	0.044	0.077	58.065	0.973	2.636	95.946	1.354	1.88	100.0	0.097	0.167	82.0	0.099	0.191	65.0	0.075	0.131	75.758	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT 338	species	338		0.094	0.003	0.008	31.429	0.004	0.014	21.429	0.014	0.055	18.605	0.0	0.001	6.452	0.094	0.241	45.946	0.023	0.04	52.941	0.0	0.002	8.0	0.0	0.001	5.0	0.001	0.003	12.121	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Janibacter;indicus	species	339		0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.001	0.002	15.0
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;paucivorans	species	340		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	5.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;coyleae	species	341		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;panipatense	species	342		0.06	0.0	0.001	2.857	0.0	0.002	3.571	0.0	0.0	0.0	0.06	0.335	3.226	0.001	0.009	2.703	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.001	12.121	0.0	0.0	0.0
Bacteria;Absconditabacteria (SR1);Absconditabacteria (SR1) [C-1];Absconditabacteria (SR1) [O-1];Absconditabacteria (SR1) [F-1];Absconditabacteria (SR1) [G-1];bacterium HMT 345	species	345		0.297	0.008	0.016	40.0	0.005	0.011	28.571	0.051	0.14	32.558	0.297	0.831	45.161	0.01	0.035	18.919	0.018	0.048	38.235	0.049	0.115	38.0	0.022	0.085	32.5	0.163	0.488	51.515	0.0	0.0	0.0
Bacteria;Saccharibacteria (TM7);Saccharibacteria (TM7) [C-1];Saccharibacteria (TM7) [O-1];Saccharibacteria (TM7) [F-1];Saccharibacteria (TM7) [G-1];bacterium HMT 346	species	346		1.105	0.051	0.123	77.143	0.011	0.017	53.571	0.022	0.063	46.512	0.048	0.223	48.387	1.105	2.725	81.081	0.988	2.973	91.176	0.018	0.035	74.0	0.002	0.005	17.5	0.005	0.008	51.515	0.0	0.0	0.0
Bacteria;Saccharibacteria (TM7);Saccharibacteria (TM7) [C-1];Saccharibacteria (TM7) [O-1];Saccharibacteria (TM7) [F-1];Saccharibacteria (TM7) [G-1];bacterium HMT 347	species	347		0.326	0.012	0.038	48.571	0.035	0.134	28.571	0.009	0.028	23.256	0.001	0.003	9.677	0.326	1.881	55.405	0.068	0.132	61.765	0.002	0.004	24.0	0.0	0.001	5.0	0.005	0.018	12.121	0.0	0.0	0.0
Bacteria;Saccharibacteria (TM7);Saccharibacteria (TM7) [C-1];Saccharibacteria (TM7) [O-1];Saccharibacteria (TM7) [F-1];Saccharibacteria (TM7) [G-1];bacterium HMT 348	species	348		0.458	0.127	0.506	57.143	0.013	0.037	57.143	0.024	0.142	30.233	0.001	0.003	25.806	0.293	0.786	66.216	0.458	0.776	64.706	0.011	0.026	54.0	0.001	0.005	10.0	0.005	0.009	42.424	0.0	0.0	0.0
Bacteria;Saccharibacteria (TM7);Saccharibacteria (TM7) [C-1];Saccharibacteria (TM7) [O-1];Saccharibacteria (TM7) [F-1];Saccharibacteria (TM7) [G-1];bacterium HMT 349	species	349		1.13	0.068	0.232	57.143	0.011	0.033	50.0	0.048	0.28	32.558	0.003	0.009	25.806	1.13	2.756	64.865	0.391	0.686	64.706	0.014	0.027	54.0	0.002	0.003	22.5	0.004	0.007	39.394	0.0	0.0	0.0
Bacteria;Saccharibacteria (TM7);Saccharibacteria (TM7) [C-1];Saccharibacteria (TM7) [O-1];Saccharibacteria (TM7) [F-1];Saccharibacteria (TM7) [G-2];bacterium HMT 350	species	350		0.135	0.004	0.015	17.143	0.0	0.002	7.143	0.005	0.02	9.302	0.001	0.002	12.903	0.135	0.475	28.378	0.057	0.184	29.412	0.002	0.008	14.0	0.0	0.0	2.5	0.001	0.002	9.091	0.0	0.0	0.0
Bacteria;Saccharibacteria (TM7);Saccharibacteria (TM7) [C-1];Saccharibacteria (TM7) [O-1];Saccharibacteria (TM7) [F-1];Saccharibacteria (TM7) [G-3];bacterium HMT 351	species	351		0.059	0.023	0.038	74.286	0.014	0.023	75.0	0.033	0.081	39.535	0.04	0.048	93.548	0.028	0.082	47.297	0.044	0.09	58.824	0.059	0.077	92.0	0.026	0.04	72.5	0.058	0.065	90.909	0.0	0.0	0.0
Bacteria;Saccharibacteria (TM7);Saccharibacteria (TM7) [C-1];Saccharibacteria (TM7) [O-1];Saccharibacteria (TM7) [F-1];Saccharibacteria (TM7) [G-1];bacterium HMT 352	species	352		0.652	0.043	0.076	80.0	0.11	0.271	85.714	0.258	0.723	58.14	0.563	1.262	96.774	0.013	0.033	56.757	0.008	0.015	61.765	0.611	2.14	96.0	0.407	0.587	85.0	0.652	1.082	100.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Dermabacter;hominis	species	354		0.008	0.0	0.0	2.857	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.024	20.0
Bacteria;Saccharibacteria (TM7);Saccharibacteria (TM7) [C-1];Saccharibacteria (TM7) [O-1];Saccharibacteria (TM7) [F-1];Saccharibacteria (TM7) [G-4];bacterium HMT 355	species	355		0.055	0.001	0.005	11.429	0.0	0.002	7.143	0.001	0.007	13.953	0.055	0.227	9.677	0.009	0.033	20.27	0.006	0.017	32.353	0.001	0.002	10.0	0.0	0.0	0.0	0.007	0.038	6.061	0.0	0.0	0.0
Bacteria;Saccharibacteria (TM7);Saccharibacteria (TM7) [C-1];Saccharibacteria (TM7) [O-1];Saccharibacteria (TM7) [F-2];Saccharibacteria (TM7) [G-5];bacterium HMT 356	species	356		0.849	0.037	0.127	48.571	0.01	0.024	32.143	0.006	0.015	32.558	0.048	0.255	25.806	0.849	2.626	41.892	0.505	2.319	50.0	0.005	0.008	48.0	0.001	0.003	12.5	0.002	0.004	30.303	0.0	0.0	0.0
Bacteria;Synergistetes;Synergistia;Synergistales;Dethiosulfovibrionaceae;Pyramidobacter;piscolens	species	357		0.004	0.001	0.004	17.143	0.0	0.002	3.571	0.0	0.0	0.0	0.0	0.0	3.226	0.0	0.001	2.703	0.004	0.022	2.941	0.0	0.001	6.0	0.0	0.001	5.0	0.001	0.003	6.061	0.0	0.0	0.0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp. HMT 358	species	358		0.036	0.003	0.011	14.286	0.001	0.002	14.286	0.0	0.001	4.651	0.0	0.002	6.452	0.036	0.228	14.865	0.003	0.01	14.706	0.001	0.002	10.0	0.0	0.0	0.0	0.0	0.002	9.091	0.0	0.0	0.0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp. HMT 359	species	359		0.053	0.014	0.045	25.714	0.003	0.008	14.286	0.001	0.004	4.651	0.053	0.226	19.355	0.049	0.151	24.324	0.001	0.003	14.706	0.003	0.007	32.0	0.001	0.002	7.5	0.004	0.011	24.242	0.0	0.0	0.0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp. HMT 360	species	360		0.235	0.004	0.012	22.857	0.003	0.008	17.857	0.002	0.009	11.628	0.001	0.004	19.355	0.235	0.892	32.432	0.013	0.031	32.353	0.001	0.002	24.0	0.0	0.0	2.5	0.001	0.002	18.182	0.0	0.0	0.0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp. HMT 361	species	361		0.001	0.001	0.008	2.857	0.0	0.001	3.571	0.0	0.0	2.326	0.001	0.006	3.226	0.001	0.006	8.108	0.0	0.0	0.0	0.0	0.001	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp. HMT 362	species	362		0.02	0.002	0.007	11.429	0.0	0.001	7.143	0.0	0.001	4.651	0.007	0.03	9.677	0.02	0.098	9.459	0.0	0.002	5.882	0.0	0.0	6.0	0.0	0.001	2.5	0.0	0.002	6.061	0.0	0.0	0.0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;fastidiosum	species	363		0.05	0.007	0.016	22.857	0.002	0.005	17.857	0.001	0.003	11.628	0.007	0.018	35.484	0.05	0.146	31.081	0.002	0.005	35.294	0.001	0.002	24.0	0.0	0.0	2.5	0.002	0.01	15.152	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidetes [C-1];Bacteroidetes [O-1];Bacteroidetes [F-1];Bacteroidetes [G-3];bacterium HMT 365	species	365		0.08	0.001	0.004	17.143	0.0	0.001	10.714	0.0	0.002	2.326	0.08	0.342	25.806	0.002	0.007	9.459	0.002	0.011	11.765	0.001	0.004	18.0	0.0	0.001	5.0	0.01	0.031	21.212	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae [G-3];bacterium HMT 366	species	366		0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.003	3.03	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae [XI];Peptostreptococcaceae [XI][G-4];bacterium HMT 369	species	369		0.044	0.007	0.019	20.0	0.003	0.009	14.286	0.001	0.002	9.302	0.009	0.02	29.032	0.044	0.171	25.676	0.004	0.01	26.471	0.003	0.008	30.0	0.0	0.001	5.0	0.002	0.004	27.273	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT 370	species	370		0.05	0.005	0.012	57.143	0.003	0.004	46.429	0.001	0.003	25.581	0.05	0.162	70.968	0.001	0.003	16.216	0.001	0.002	20.588	0.004	0.004	62.0	0.004	0.005	67.5	0.017	0.037	84.848	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Stomatobaculum;sp. HMT 373	species	373		0.002	0.0	0.002	5.714	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.008	9.677	0.001	0.011	4.054	0.0	0.0	2.941	0.0	0.002	4.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT 376	species	376		0.005	0.005	0.019	14.286	0.001	0.003	10.714	0.0	0.001	6.977	0.005	0.014	16.129	0.002	0.009	12.162	0.001	0.002	5.882	0.001	0.004	14.0	0.0	0.001	2.5	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae [XI];Peptostreptococcaceae [XI][G-7];[Eubacterium] yurii subsps. yurii & margaretiae	species	377		0.128	0.006	0.014	34.286	0.003	0.008	21.429	0.011	0.035	23.256	0.002	0.011	9.677	0.128	0.3	47.297	0.081	0.189	55.882	0.002	0.005	32.0	0.0	0.001	7.5	0.002	0.005	27.273	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;micans	species	378		0.049	0.002	0.006	22.857	0.003	0.01	14.286	0.001	0.005	11.628	0.01	0.042	19.355	0.049	0.301	24.324	0.036	0.083	35.294	0.001	0.003	20.0	0.0	0.001	2.5	0.002	0.007	18.182	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT 380	species	380		0.169	0.002	0.006	31.429	0.043	0.222	17.857	0.015	0.09	20.93	0.0	0.0	3.226	0.112	0.277	70.27	0.169	0.283	91.176	0.001	0.003	20.0	0.0	0.0	0.0	0.009	0.05	15.152	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae [XI];Peptostreptococcaceae [XI][G-1];bacterium HMT 383	species	383		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Peptoniphilus;sp. HMT 386	species	386		0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT 388	species	388		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia;defectiva	species	389		0.22	0.217	0.356	77.143	0.151	0.282	78.571	0.066	0.128	62.791	0.076	0.334	61.29	0.097	0.221	56.757	0.22	0.396	70.588	0.082	0.167	80.0	0.031	0.109	62.5	0.019	0.038	63.636	0.007	0.02	15.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT 392	species	392		0.488	0.104	0.246	74.286	0.346	1.618	71.429	0.067	0.259	72.093	0.034	0.13	51.613	0.488	1.31	79.73	0.418	0.501	85.294	0.021	0.035	72.0	0.025	0.091	50.0	0.094	0.332	69.697	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Parvimonas;sp. HMT 393	species	393	Reads equally close to HMT 111 and 393 were assigned half to each taxon.; 	0.201	0.012	0.02	62.857	0.039	0.076	60.714	0.014	0.035	48.837	0.049	0.086	67.742	0.02	0.042	60.811	0.007	0.02	47.059	0.201	0.461	68.0	0.074	0.156	47.5	0.046	0.077	72.727	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT 396	species	396		0.088	0.009	0.016	48.571	0.02	0.031	64.286	0.027	0.073	37.209	0.035	0.039	83.871	0.003	0.012	20.27	0.001	0.003	23.529	0.088	0.164	82.0	0.055	0.092	82.5	0.036	0.038	93.939	0.0	0.0	0.0
