GCA_002096355.1	No NCBI BLAST db
GCA_002096365.1	No NCBI BLAST db
GCA_002096415.1	No NCBI BLAST db
GCA_002356415.1	No NCBI BLAST db
GCA_003143695.2	No NCBI BLAST db
GCA_011714815.1	No NCBI BLAST db
GCA_015548965.1	No NCBI BLAST db
GCA_015553015.1	No NCBI BLAST db
GCA_015561235.1	No NCBI BLAST db
GCA_018310275.1	No NCBI BLAST db
GCA_019929325.1	No NCBI BLAST db
GCA_021497885.1	No NCBI BLAST db
GCA_021497945.1	No NCBI BLAST db
GCA_023109005.1	No NCBI BLAST db
GCA_023109315.1	No NCBI BLAST db
GCA_023109405.1	No NCBI BLAST db
GCA_023109465.1	No NCBI BLAST db
GCA_023109655.1	No NCBI BLAST db
GCA_023110265.1	No NCBI BLAST db
GCA_023611505.1	No NCBI BLAST db
GCA_026782305.1	No NCBI BLAST db
GCA_026782405.1	No NCBI BLAST db
GCA_026782445.1	No NCBI BLAST db
GCA_026782455.1	No NCBI BLAST db
GCA_026782525.1	No NCBI BLAST db
GCA_026782545.1	No NCBI BLAST db
GCA_026782555.1	No NCBI BLAST db
GCA_026782605.1	No NCBI BLAST db
GCA_026782645.1	No NCBI BLAST db
GCA_027691175.1	No NCBI BLAST db
GCA_902488655.1	No NCBI BLAST db
GCA_938040075.1	No NCBI BLAST db
GCA_000159135.1	No NCBI BLAST db
GCA_001053405.1	No NCBI BLAST db
GCA_001053435.1	No NCBI BLAST db
GCA_001055405.1	No NCBI BLAST db
GCA_001058455.1	No NCBI BLAST db
GCA_001059665.1	No NCBI BLAST db
GCA_001059955.1	No NCBI BLAST db
GCA_001076975.1	No NCBI BLAST db
GCA_001261935.1	No NCBI BLAST db
GCA_001807215.1	No NCBI BLAST db
GCA_001807295.1	No NCBI BLAST db
GCA_002156805.1	No NCBI BLAST db
GCA_002775055.1	No NCBI BLAST db
GCA_002775105.1	No NCBI BLAST db
GCA_002803965.1	No NCBI BLAST db
GCA_002804085.1	No NCBI BLAST db
GCA_002865925.1	No NCBI BLAST db
GCA_003202245.1	No NCBI BLAST db
GCA_003202295.1	No NCBI BLAST db
GCA_003202355.1	No NCBI BLAST db
GCA_004138065.1	No NCBI BLAST db
GCA_008042215.1	No NCBI BLAST db
GCA_008373895.1	No NCBI BLAST db
GCA_011682935.1	No NCBI BLAST db
GCA_011682945.1	No NCBI BLAST db
GCA_011682965.1	No NCBI BLAST db
GCA_011682985.1	No NCBI BLAST db
GCA_014610855.1	No NCBI BLAST db
GCA_014610885.1	No NCBI BLAST db
GCA_016403285.1	No NCBI BLAST db
GCA_016728105.1	No NCBI BLAST db
GCA_016728205.1	No NCBI BLAST db
GCA_016889445.1	No NCBI BLAST db
GCA_022345785.1	No NCBI BLAST db
GCA_022835015.1	No NCBI BLAST db
GCA_028527755.1	No NCBI BLAST db
GCA_030224605.1	No NCBI BLAST db
GCA_030231045.1	No NCBI BLAST db
GCA_030232105.1	No NCBI BLAST db
GCA_030232165.1	No NCBI BLAST db
GCA_030232205.1	No NCBI BLAST db
GCA_030232215.1	No NCBI BLAST db
GCA_030232245.1	No NCBI BLAST db
GCA_030232485.1	No NCBI BLAST db
GCA_030232805.1	No NCBI BLAST db
GCA_030844905.1	No NCBI BLAST db
GCA_030844935.1	No NCBI BLAST db
GCA_030844955.1	No NCBI BLAST db
GCA_030844975.1	No NCBI BLAST db
GCA_030844995.1	No NCBI BLAST db
GCA_030845015.1	No NCBI BLAST db
GCA_030845035.1	No NCBI BLAST db
GCA_030845055.1	No NCBI BLAST db
GCA_900447625.1	No NCBI BLAST db
GCA_900447675.1	No NCBI BLAST db
GCA_900683645.1	No NCBI BLAST db
GCA_902485235.1	No NCBI BLAST db
GCA_947254015.1	No NCBI BLAST db
GCA_000186465.1	No NCBI BLAST db
GCA_000222745.2	No NCBI BLAST db
GCA_001069335.1	No NCBI BLAST db
GCA_001072385.1	No NCBI BLAST db
GCA_001072745.1	No NCBI BLAST db
GCA_001587175.1	No NCBI BLAST db
GCA_003943625.1	No NCBI BLAST db
GCA_003943675.1	No NCBI BLAST db
GCA_003944345.1	No NCBI BLAST db
GCA_004125815.1	No NCBI BLAST db
GCA_004166885.1	No NCBI BLAST db
GCA_006385805.1	No NCBI BLAST db
GCA_009716795.1	No NCBI BLAST db
GCA_015552665.1	No NCBI BLAST db
GCA_015559825.1	No NCBI BLAST db
GCA_015560905.1	No NCBI BLAST db
GCA_018364115.1	No NCBI BLAST db
