Taxonomy	Rank	HMT	Notes	Max	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev	ANA-mean	ANA-10p	ANA-90p	ANA-sd	ANA-prev
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	genus			0.001	0.0	0.0	0.002	0.001	14.286	0.0	0.0	0.002	0.001	14.286	0.001	0.0	0.0	0.002	6.977	0.0	0.0	0.0	0.0	3.226	0.001	0.0	0.0	0.003	8.108	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.002	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Slackia	genus			0.009	0.001	0.0	0.002	0.003	11.429	0.0	0.0	0.0	0.001	7.143	0.001	0.0	0.004	0.004	20.93	0.001	0.0	0.005	0.003	25.806	0.009	0.0	0.01	0.035	22.973	0.001	0.0	0.0	0.003	8.824	0.002	0.0	0.008	0.004	28.0	0.001	0.0	0.003	0.002	15.0	0.001	0.0	0.003	0.002	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Bulleidia	genus			0.038	0.004	0.0	0.008	0.01	22.857	0.001	0.0	0.003	0.002	21.429	0.001	0.0	0.0	0.004	9.302	0.038	0.0	0.103	0.082	25.806	0.005	0.0	0.011	0.018	18.919	0.002	0.0	0.004	0.007	26.471	0.003	0.0	0.004	0.01	24.0	0.001	0.0	0.0	0.002	10.0	0.002	0.0	0.005	0.007	18.182	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes;Mycoplasmoidales;Metamycoplasmataceae;Metamycoplasma	genus			0.119	0.012	0.0	0.036	0.03	40.0	0.008	0.0	0.021	0.019	35.714	0.003	0.0	0.011	0.007	32.558	0.119	0.0	0.219	0.399	58.065	0.018	0.0	0.034	0.047	31.081	0.008	0.0	0.027	0.015	41.176	0.007	0.0	0.013	0.017	54.0	0.002	0.0	0.002	0.006	15.0	0.013	0.0	0.037	0.028	39.394	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea	genus			0.0	0.0	0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes;Mycoplasmoidales;Metamycoplasmataceae;Mycoplasmopsis	genus			0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.009	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aquamicrobium	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Finegoldia	genus			0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.569	0.231	50.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae [G6 "Eubacterium"]	genus			0.117	0.025	0.0	0.018	0.111	20.0	0.005	0.0	0.006	0.017	21.429	0.001	0.0	0.001	0.002	13.953	0.117	0.0	0.033	0.411	29.032	0.033	0.0	0.012	0.201	18.919	0.005	0.0	0.0	0.031	2.941	0.002	0.0	0.007	0.006	26.0	0.001	0.0	0.0	0.002	7.5	0.008	0.0	0.008	0.026	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium	genus			0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.007	6.452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium	genus			0.584	0.04	0.0	0.11	0.047	80.0	0.128	0.006	0.339	0.167	89.286	0.317	0.0	0.761	0.904	62.791	0.26	0.013	0.456	0.399	96.774	0.12	0.0	0.31	0.297	66.216	0.082	0.0	0.12	0.273	70.588	0.584	0.031	1.606	0.782	98.0	0.524	0.002	1.681	0.808	95.0	0.355	0.03	0.713	0.607	100.0	0.002	0.0	0.0	0.007	5.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella	genus			1.564	0.001	0.0	0.002	0.004	17.143	1.564	0.0	3.314	4.615	25.0	0.006	0.0	0.005	0.025	16.279	0.001	0.0	0.004	0.003	22.581	0.0	0.0	0.0	0.002	1.351	0.0	0.0	0.0	0.002	2.941	0.001	0.0	0.0	0.002	10.0	0.001	0.0	0.0	0.007	7.5	0.003	0.0	0.011	0.006	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium	genus			0.0	0.0	0.0	0.0	0.003	2.857	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	genus			0.001	0.0	0.0	0.0	0.001	2.857	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.002	3.226	0.0	0.0	0.0	0.002	2.703	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.5	0.001	0.0	0.0	0.002	9.091	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax	genus			0.0	0.0	0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Centipeda	genus			0.006	0.002	0.0	0.005	0.007	14.286	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.001	6.977	0.001	0.0	0.002	0.002	12.903	0.006	0.0	0.015	0.016	29.73	0.006	0.0	0.011	0.022	20.588	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.005	0.009	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus	genus			0.005	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.026	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.0	0.0	0.001	8.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae [G5 "Eubacterium"]	genus			0.079	0.042	0.0	0.011	0.14	17.143	0.015	0.0	0.018	0.05	17.857	0.002	0.0	0.0	0.015	4.651	0.014	0.0	0.041	0.043	16.129	0.079	0.0	0.005	0.34	13.514	0.0	0.0	0.0	0.002	8.824	0.006	0.0	0.005	0.023	12.0	0.001	0.0	0.0	0.002	7.5	0.005	0.0	0.006	0.017	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Dethiosulfovibrionaceae;Jonquetella	genus			0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.011	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilaceae [G2]	genus			0.0	0.0	0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	genus			0.005	0.0	0.0	0.0	0.003	2.857	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.002	4.651	0.0	0.0	0.0	0.001	3.226	0.0	0.0	0.0	0.001	5.405	0.0	0.0	0.0	0.0	2.941	0.001	0.0	0.0	0.004	8.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.002	6.061	0.005	0.0	0.005	0.017	15.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olegusella	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum	genus			0.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.239	6.452	0.0	0.0	0.0	0.0	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.326	0.0	0.803	0.728	55.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Fannyhessea	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;Bacillus	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Listeriaceae;Listeria	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Mobiluncus	genus			0.002	0.0	0.0	0.0	0.001	2.857	0.001	0.0	0.001	0.003	10.714	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.003	16.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	10.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.007	9.091	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia	genus			0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.014	12.903	0.0	0.0	0.0	0.001	1.351	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.007	9.091	0.001	0.0	0.001	0.004	10.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Kytococcaceae;Kytococcus	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	genus			0.023	0.0	0.0	0.0	0.0	5.714	0.0	0.0	0.0	0.001	7.143	0.0	0.0	0.0	0.001	4.651	0.023	0.0	0.0	0.128	6.452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Patescibacteria [C1];Patescibacteria [C1 O1];Patescibacteria [C1 O1 F1];Patescibacteria [C1 O1 F1 G1]	genus			0.105	0.004	0.0	0.014	0.007	28.571	0.007	0.0	0.018	0.021	25.0	0.001	0.0	0.003	0.005	18.605	0.0	0.0	0.0	0.002	9.677	0.105	0.0	0.059	0.62	37.838	0.084	0.0	0.324	0.174	58.824	0.003	0.0	0.004	0.011	26.0	0.0	0.0	0.0	0.0	5.0	0.001	0.0	0.004	0.002	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Patescibacteria [C1];Patescibacteria [C1 O1];Patescibacteria [C1 O1 F1];Patescibacteria [C1 O1 F1 G2]	genus			0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.003	2.326	0.0	0.0	0.0	0.0	3.226	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.011	8.824	0.0	0.0	0.0	0.001	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia	genus			0.162	0.001	0.0	0.004	0.002	17.143	0.001	0.0	0.003	0.003	14.286	0.001	0.0	0.0	0.002	9.302	0.0	0.0	0.0	0.001	3.226	0.162	0.0	0.211	0.576	32.432	0.16	0.0	0.44	0.372	58.824	0.002	0.0	0.004	0.005	20.0	0.0	0.0	0.0	0.0	2.5	0.001	0.0	0.001	0.002	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksellaceae [G1]	genus			0.134	0.006	0.0	0.012	0.013	45.714	0.011	0.0	0.007	0.051	28.571	0.007	0.0	0.013	0.022	37.209	0.011	0.0	0.047	0.023	41.935	0.048	0.0	0.079	0.177	50.0	0.134	0.0	0.222	0.402	64.706	0.003	0.0	0.008	0.006	36.0	0.005	0.0	0.0	0.033	5.0	0.015	0.0	0.036	0.034	48.485	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae [G1]	genus			0.033	0.001	0.0	0.003	0.004	17.143	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.001	6.977	0.016	0.0	0.007	0.082	19.355	0.033	0.0	0.042	0.178	20.27	0.002	0.0	0.007	0.005	20.588	0.001	0.0	0.003	0.004	18.0	0.0	0.0	0.0	0.001	5.0	0.002	0.0	0.003	0.007	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes;Mollicutes [O2];Mollicutes [O2 F2];Mollicutes [O2 F2 G2]	genus			0.005	0.0	0.0	0.0	0.002	5.714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.326	0.005	0.0	0.001	0.025	12.903	0.0	0.0	0.0	0.003	1.351	0.0	0.0	0.0	0.002	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacteraceae [G7]	genus			0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Propionibacteriaceae [G1]	genus			0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.045	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilaceae [G3]	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;glacialis	species	HMT-003		0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.143	0.0	0.0	0.0	0.0	0.0	0.141	0.0	0.0	0.782	3.226	0.0	0.0	0.0	0.001	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;sp. HMT-004	species	HMT-004		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.002	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;tepidarius	species	HMT-007		0.009	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	7.143	0.001	0.0	0.0	0.003	4.651	0.009	0.0	0.0	0.048	6.452	0.0	0.0	0.0	0.001	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Anaerovoracaceae;Mogibacterium;vescum	species	HMT-008	Reads equally close to HMT 008 and 593 were assigned half to each taxon.; 	0.033	0.003	0.0	0.012	0.006	42.857	0.007	0.0	0.015	0.01	64.286	0.012	0.0	0.046	0.029	41.86	0.018	0.0	0.049	0.028	83.871	0.004	0.0	0.012	0.01	41.892	0.0	0.0	0.002	0.001	20.588	0.015	0.0	0.037	0.022	80.0	0.015	0.0	0.04	0.027	87.5	0.033	0.001	0.068	0.064	90.909	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;sp. HMT-011	species	HMT-011		0.002	0.0	0.0	0.0	0.001	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.326	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.006	9.459	0.0	0.0	0.0	0.001	5.882	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp. HMT-012	species	HMT-012		0.022	0.001	0.0	0.0	0.006	8.571	0.007	0.0	0.004	0.033	21.429	0.001	0.0	0.0	0.003	4.651	0.0	0.0	0.0	0.001	3.226	0.022	0.0	0.006	0.167	21.622	0.002	0.0	0.003	0.009	17.647	0.001	0.0	0.0	0.005	10.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.001	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;bacilliformis	species	HMT-013		0.256	0.029	0.0	0.033	0.103	40.0	0.004	0.0	0.006	0.017	14.286	0.004	0.0	0.003	0.016	23.256	0.0	0.0	0.0	0.001	9.677	0.256	0.0	0.078	1.47	24.324	0.084	0.0	0.141	0.361	38.235	0.002	0.0	0.007	0.006	24.0	0.002	0.0	0.005	0.005	20.0	0.002	0.0	0.009	0.006	21.212	0.0	0.0	0.0	0.0	0.0
