Taxonomy	Rank	HMT	Notes	Max	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	ANA-mean	ANA-10p	ANA-90p	ANA-sd	ANA-prev	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	PERIO-mean	PERIO-10p	PERIO-90p	PERIO-sd	PERIO-prev	LRC-mean	LRC-10p	LRC-90p	LRC-sd	LRC-prev	MVA-mean	MVA-10p	MVA-90p	MVA-sd	MVA-prev	PFO-mean	PFO-10p	PFO-90p	PFO-sd	PFO-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	RAF-mean	RAF-10p	RAF-90p	RAF-sd	RAF-prev	RRC-mean	RRC-10p	RRC-90p	RRC-sd	RRC-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	STO-mean	STO-10p	STO-90p	STO-sd	STO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	VIN-mean	VIN-10p	VIN-90p	VIN-sd	VIN-prev
Bacteria;Mycoplasmatota;Mollicutes	klass			0.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.042	0.264	14.286	0.175	0.0	0.522	0.574	22.222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.857	0.0	3.53	1.606	45.455
Bacteria;Chlamydiota;Chlamydiia	klass			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	order			62.403	4.876	0.078	6.342	9.407	94.118	2.676	0.0	5.709	9.542	42.793	4.583	0.3	11.125	5.085	98.936	11.91	11.91	11.91	0	100.0	18.322	5.421	32.583	10.538	100.0	0.084	0.0	0.317	0.169	50.0	1.113	0.0	2.307	3.236	35.714	2.708	0.0	6.101	9.418	44.444	26.472	13.598	45.214	13.212	100.0	4.64	4.64	4.64	0	100.0	0.107	0.0	0.337	0.269	40.625	23.511	14.451	35.289	9.449	100.0	62.403	29.833	88.78	21.973	100.0	9.359	2.543	18.57	5.931	100.0	5.261	0.39	12.585	5.04	98.485	19.716	7.48	29.41	8.665	100.0	15.416	7.065	25.145	7.1	100.0	1.064	0.0	2.11	2.698	63.636
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales	order			0.037	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.025	1.351	0.001	0.0	0.0	0.015	1.064	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.009	1.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.001	0.0	0.0	0.004	3.125	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.479	1.455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales	order			23.353	0.764	0.0	0.978	1.905	52.941	23.353	0.635	50.697	20.262	92.793	0.464	0.0	1.265	1.481	64.096	0.0	0.0	0.0	0	0.0	6.605	0.326	10.498	7.76	95.833	3.0	0.0	8.128	6.089	79.167	1.536	0.0	0.059	5.72	21.429	0.118	0.0	0.046	0.732	11.111	0.039	0.0	0.006	0.157	12.0	2.04	2.04	2.04	0	100.0	1.613	0.0	2.479	5.377	71.875	0.182	0.0	0.415	0.317	62.5	0.12	0.0	0.071	0.693	13.455	7.915	1.176	18.31	6.362	100.0	11.333	2.155	21.365	7.743	98.485	0.051	0.0	0.075	0.168	18.75	0.11	0.0	0.09	0.644	33.333	0.066	0.0	0.34	0.148	18.182
Bacteria;Bacillota;Clostridia;Eubacteriales	order			5.306	0.26	0.0	0.346	0.832	35.294	0.175	0.0	0.0	1.122	6.757	0.068	0.0	0.15	0.271	35.106	0.26	0.26	0.26	0	100.0	1.194	0.049	3.105	1.372	91.667	0.013	0.0	0.0	0.054	8.333	0.078	0.0	0.0	0.291	7.143	0.061	0.0	0.0	0.326	7.071	0.968	0.016	2.32	1.749	88.0	0.0	0.0	0.0	0	0.0	0.004	0.0	0.0	0.017	6.25	0.246	0.105	0.509	0.209	87.5	5.306	0.708	11.905	5.173	99.091	0.583	0.0	1.515	1.132	75.0	0.063	0.0	0.18	0.164	44.697	0.307	0.0	0.635	0.272	75.0	0.467	0.0	1.105	0.656	88.498	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales	order			10.553	2.544	0.428	5.5	2.221	100.0	8.216	0.0	21.627	12.642	86.937	6.723	0.935	15.785	7.205	99.202	5.3	5.3	5.3	0	100.0	0.223	0.0	0.49	0.433	58.333	10.553	1.21	23.101	10.993	100.0	0.011	0.0	0.007	0.04	14.286	0.018	0.0	0.0	0.097	9.091	1.142	0.116	2.452	1.296	92.0	4.37	4.37	4.37	0	100.0	7.904	0.551	16.858	7.543	100.0	0.769	0.383	1.32	0.495	100.0	0.13	0.0	0.3	0.462	19.818	0.317	0.026	0.775	0.329	95.833	0.439	0.01	0.75	2.085	92.172	0.684	0.0	1.47	0.712	81.25	0.996	0.14	2.245	1.047	99.061	0.012	0.0	0.02	0.033	18.182
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales	order			6.414	0.0	0.0	0.0	0.0	0.0	6.414	0.0	17.391	18.022	27.928	0.124	0.0	0.0	2.331	1.862	0.0	0.0	0.0	0	0.0	0.034	0.0	0.027	0.13	16.667	0.013	0.0	0.034	0.036	29.167	0.16	0.0	0.344	0.453	21.429	0.064	0.0	0.03	0.375	11.616	0.0	0.0	0.0	0.0	0.0	2.46	2.46	2.46	0	100.0	0.022	0.0	0.078	0.057	21.875	0.018	0.0	0.042	0.049	12.5	0.058	0.0	0.0	0.919	2.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.821	1.01	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.145	0.235	0.361	0.0	0.63	0.896	36.364
Bacteria;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales	order			1.146	0.002	0.0	0.0	0.007	5.882	0.007	0.0	0.0	0.055	2.703	0.0	0.0	0.0	0.003	0.266	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.075	2.525	0.004	0.0	0.0	0.022	4.0	0.59	0.59	0.59	0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.146	0.0	2.592	3.735	55.273	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.011	0.253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales	order			85.588	38.27	13.714	72.014	23.166	100.0	8.112	0.0	25.234	14.705	68.468	36.802	17.41	59.07	16.343	99.734	43.78	43.78	43.78	0	100.0	3.779	0.193	12.703	5.069	95.833	0.356	0.0	1.111	0.801	66.667	83.449	27.148	99.283	33.724	100.0	82.887	15.005	100.0	32.062	100.0	10.554	3.246	16.476	13.443	100.0	8.28	8.28	8.28	0	100.0	0.5	0.0	0.573	1.83	62.5	11.28	5.692	16.362	5.357	100.0	0.185	0.0	0.25	1.503	53.636	7.806	1.638	14.197	5.957	100.0	8.596	2.34	15.86	7.191	100.0	8.149	2.595	14.935	5.58	100.0	14.15	4.74	25.865	9.411	99.765	85.588	76.05	99.49	28.535	100.0
Bacteria;Bacillota;Negativicutes;Veillonellales	order			14.432	7.561	0.492	12.17	7.74	94.118	0.385	0.0	0.147	2.155	19.82	5.728	0.655	12.595	5.23	99.468	3.4	3.4	3.4	0	100.0	4.397	0.296	9.014	6.456	100.0	0.152	0.0	0.216	0.571	33.333	0.456	0.0	0.397	1.498	28.571	0.858	0.0	2.08	3.528	24.242	12.301	2.962	20.058	6.949	100.0	0.82	0.82	0.82	0	100.0	0.014	0.0	0.02	0.048	18.75	11.649	6.869	18.485	5.83	100.0	0.899	0.0	2.623	2.052	64.545	4.537	0.803	8.64	3.728	100.0	4.117	0.49	9.505	3.972	99.495	11.752	3.155	22.82	8.191	100.0	14.432	7.67	21.945	5.693	99.531	0.326	0.0	1.41	0.746	18.182
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales	order			20.82	18.521	4.548	37.57	13.702	100.0	0.238	0.0	0.468	0.825	27.477	20.82	4.14	41.11	15.097	99.468	11.61	11.61	11.61	0	100.0	0.602	0.0	1.753	1.173	54.167	0.066	0.0	0.101	0.174	45.833	0.299	0.0	1.127	0.753	21.429	0.09	0.0	0.04	0.635	14.646	5.342	0.796	11.208	5.329	100.0	0.0	0.0	0.0	0	0.0	0.165	0.0	0.229	0.633	25.0	9.039	3.735	18.729	7.703	100.0	0.044	0.0	0.08	0.336	26.909	3.948	0.718	6.384	5.896	100.0	5.479	0.75	11.905	5.788	99.495	4.688	0.175	9.845	7.165	93.75	5.335	0.56	12.475	5.326	99.531	0.034	0.0	0.0	0.112	9.091
Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales	order			0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.054	0.0	0.177	0.113	41.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.018	8.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.03	0.036	22.182	0.0	0.0	0.0	0.002	4.167	0.001	0.0	0.0	0.005	1.768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.878	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Peptostreptococcales	order			1.176	0.02	0.0	0.076	0.047	23.529	0.004	0.0	0.0	0.046	0.901	0.06	0.0	0.21	0.149	36.968	0.34	0.34	0.34	0	100.0	1.176	0.0	3.925	1.58	79.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.105	2.525	0.586	0.02	1.24	0.67	88.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.617	0.131	1.445	0.651	100.0	0.008	0.0	0.0	0.056	7.818	0.205	0.0	0.605	0.453	58.333	0.046	0.0	0.11	0.152	30.556	0.776	0.025	1.36	0.907	87.5	0.763	0.14	1.515	0.563	96.244	0.011	0.0	0.0	0.036	9.091
Bacteria;Bacillota;Clostridia;Lachnospirales	order			3.228	0.131	0.0	0.442	0.238	58.824	0.058	0.0	0.0	0.503	1.351	0.384	0.0	1.15	0.763	70.479	0.7	0.7	0.7	0	100.0	0.712	0.068	1.611	0.616	100.0	0.001	0.0	0.0	0.006	4.167	0.113	0.0	0.0	0.422	7.143	0.014	0.0	0.0	0.184	1.515	2.397	0.424	4.162	1.834	92.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.199	0.769	4.35	1.844	100.0	0.274	0.0	0.0	1.69	6.182	0.51	0.109	1.049	0.366	100.0	0.405	0.0	0.945	0.516	85.101	2.08	0.0	4.26	1.885	81.25	3.228	1.215	5.46	1.676	99.531	0.002	0.0	0.0	0.006	9.091
Bacteria;Bacillota;Clostridia;Tissierellales	order			2.173	0.061	0.0	0.028	0.235	11.765	1.658	0.0	4.998	3.42	49.55	0.027	0.0	0.045	0.126	21.011	0.0	0.0	0.0	0	0.0	0.346	0.023	0.594	0.662	91.667	1.0	0.0	1.758	3.049	50.0	0.031	0.0	0.0	0.118	7.143	0.045	0.0	0.0	0.224	9.596	0.462	0.0	1.708	0.819	80.0	0.0	0.0	0.0	0	0.0	2.173	0.0	1.809	7.743	40.625	0.061	0.0	0.138	0.07	62.5	0.008	0.0	0.02	0.03	14.364	0.455	0.0	1.294	0.689	83.333	0.054	0.0	0.145	0.154	41.162	0.441	0.0	1.525	0.653	56.25	0.33	0.0	0.86	1.463	53.286	0.212	0.0	0.23	0.597	36.364
Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales	order			0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.058	0.0	0.254	0.143	16.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.011	0.049	12.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales	order			0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.05	0.138	16.364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales	order			1.15	0.005	0.0	0.004	0.019	11.765	0.008	0.0	0.0	0.074	2.703	0.086	0.0	0.225	0.251	42.021	0.1	0.1	0.1	0	100.0	1.077	0.0	2.957	1.29	79.167	0.002	0.0	0.0	0.008	4.167	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.355	4.699	13.131	0.831	0.0	1.94	1.796	76.0	0.0	0.0	0.0	0	0.0	0.003	0.0	0.0	0.013	6.25	0.785	0.028	1.652	0.913	87.5	0.008	0.0	0.0	0.141	1.455	0.268	0.0	0.545	0.363	83.333	0.078	0.0	0.21	0.203	44.192	0.507	0.0	1.615	0.729	68.75	1.015	0.06	2.305	1.029	97.183	0.069	0.0	0.21	0.171	18.182
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales	order			10.321	0.002	0.0	0.0	0.007	5.882	0.02	0.0	0.0	0.109	8.108	0.028	0.0	0.0	0.252	9.84	0.0	0.0	0.0	0	0.0	0.265	0.0	1.244	0.591	33.333	0.045	0.0	0.082	0.149	20.833	6.926	0.0	1.269	25.146	35.714	9.446	0.0	42.896	21.52	34.343	0.043	0.0	0.052	0.161	20.0	0.0	0.0	0.0	0	0.0	0.03	0.0	0.029	0.13	18.75	0.034	0.0	0.085	0.091	25.0	0.246	0.0	0.533	0.849	66.0	0.001	0.0	0.0	0.006	4.167	0.006	0.0	0.0	0.037	6.061	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.04	0.052	16.432	10.321	0.0	16.04	22.337	45.455
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales	order			12.49	0.021	0.0	0.092	0.044	23.529	0.797	0.0	0.16	6.625	14.865	0.003	0.0	0.0	0.022	3.191	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.539	0.0	0.409	1.802	42.857	0.156	0.0	0.003	1.012	10.101	0.041	0.0	0.094	0.12	28.0	12.49	12.49	12.49	0	100.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.158	0.144	25.0	0.21	0.0	0.111	4.071	28.364	0.08	0.0	0.119	0.264	29.167	0.001	0.0	0.0	0.015	2.273	4.748	0.0	8.72	14.662	37.5	0.037	0.0	0.0	0.736	2.582	0.005	0.0	0.02	0.013	18.182
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales	order			14.998	2.527	0.0	5.77	4.206	82.353	0.428	0.0	0.49	2.003	24.324	4.76	0.33	11.385	6.195	98.404	0.54	0.54	0.54	0	100.0	14.11	3.668	30.263	11.589	100.0	0.125	0.0	0.224	0.329	50.0	0.992	0.0	0.395	3.54	21.429	0.162	0.0	0.1	1.107	17.172	5.913	0.954	12.706	7.513	100.0	4.99	4.99	4.99	0	100.0	0.155	0.0	0.069	0.776	34.375	2.879	0.363	7.081	4.459	100.0	0.033	0.0	0.0	0.516	4.0	10.899	1.281	19.454	9.109	95.833	14.998	3.395	30.125	11.04	99.747	3.928	0.115	7.485	3.094	87.5	12.098	2.995	24.135	9.017	99.531	0.08	0.0	0.38	0.18	18.182
Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfovibrionales	order			0.581	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.081	0.901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.581	0.0	2.931	1.271	33.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.22	0.256	37.455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales	order			3.366	0.096	0.0	0.38	0.195	47.059	0.054	0.0	0.009	0.259	10.36	0.89	0.0	2.015	2.868	72.606	0.06	0.06	0.06	0	100.0	1.645	0.0	4.798	4.152	58.333	0.015	0.0	0.048	0.039	25.0	0.041	0.0	0.154	0.066	42.857	0.019	0.0	0.0	0.114	9.596	0.002	0.0	0.012	0.007	12.0	0.48	0.48	0.48	0	100.0	0.029	0.0	0.03	0.106	21.875	1.629	0.091	3.787	3.955	87.5	0.016	0.0	0.0	0.151	2.727	1.701	0.086	4.459	1.954	95.833	3.366	0.06	8.4	5.077	95.202	0.003	0.0	0.0	0.013	6.25	0.046	0.0	0.08	0.23	39.437	0.006	0.0	0.03	0.014	18.182
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales	order			10.386	2.019	0.024	4.788	3.06	88.235	0.133	0.0	0.0	0.906	4.955	1.985	0.1	4.85	2.665	96.277	1.99	1.99	1.99	0	100.0	4.402	0.932	8.339	3.629	100.0	0.028	0.0	0.0	0.095	8.333	0.604	0.0	0.021	2.25	14.286	0.395	0.0	0.029	2.275	11.616	9.156	2.83	18.428	6.162	100.0	0.0	0.0	0.0	0	0.0	0.005	0.0	0.0	0.021	9.375	2.565	1.569	3.354	0.872	100.0	0.015	0.0	0.0	0.134	5.091	7.5	2.178	13.518	6.436	100.0	3.593	0.43	8.39	3.371	99.747	10.386	2.515	20.385	7.462	93.75	6.207	0.96	13.58	5.28	99.061	0.044	0.0	0.07	0.123	18.182
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales	order			72.92	0.246	0.0	0.56	0.708	35.294	25.555	3.274	52.388	19.359	95.495	0.177	0.0	0.22	1.974	37.5	0.0	0.0	0.0	0	0.0	1.135	0.0	1.365	3.404	79.167	67.398	15.539	91.379	29.854	100.0	0.079	0.0	0.221	0.205	28.571	0.045	0.0	0.006	0.246	10.101	0.0	0.0	0.0	0.0	0.0	31.83	31.83	31.83	0	100.0	72.92	40.842	95.409	28.202	100.0	0.021	0.0	0.06	0.045	37.5	0.001	0.0	0.0	0.01	1.818	3.568	0.009	9.04	5.177	87.5	1.918	0.03	4.685	3.09	94.192	0.003	0.0	0.0	0.013	6.25	0.11	0.0	0.0	1.628	6.808	0.001	0.0	0.0	0.003	9.091
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales	order			2.246	1.443	0.0	4.394	2.413	70.588	0.108	0.0	0.0	0.574	7.658	0.356	0.0	0.79	1.074	74.734	0.5	0.5	0.5	0	100.0	0.897	0.01	1.983	1.558	91.667	0.037	0.0	0.0	0.18	4.167	0.058	0.0	0.0	0.216	7.143	0.013	0.0	0.0	0.136	3.03	1.921	0.41	3.968	1.467	96.0	0.0	0.0	0.0	0	0.0	0.583	0.0	0.0	2.481	9.375	1.671	0.337	3.742	1.364	100.0	0.013	0.0	0.0	0.16	5.273	1.137	0.149	2.341	0.946	100.0	0.835	0.03	2.105	1.001	93.939	2.246	0.115	4.16	1.983	93.75	1.901	0.48	3.55	1.493	99.765	0.004	0.0	0.0	0.012	9.091
Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales	order			0.855	0.007	0.0	0.016	0.021	11.765	0.006	0.0	0.0	0.059	0.901	0.035	0.0	0.12	0.085	32.713	0.24	0.24	0.24	0	100.0	0.343	0.0	1.347	0.634	62.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.049	0.505	0.557	0.032	1.21	0.806	92.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.112	0.962	0.402	100.0	0.005	0.0	0.0	0.053	2.909	0.08	0.0	0.167	0.211	58.333	0.017	0.0	0.04	0.081	22.98	0.855	0.0	2.05	0.994	75.0	0.518	0.05	1.13	0.483	96.244	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales	order			9.56	0.351	0.0	0.924	0.547	64.706	0.139	0.0	0.13	0.731	18.919	3.821	0.095	10.79	5.836	96.011	9.56	9.56	9.56	0	100.0	0.429	0.0	1.208	0.87	54.167	0.036	0.0	0.105	0.062	58.333	0.066	0.0	0.0	0.249	7.143	0.052	0.0	0.0	0.56	7.576	0.925	0.096	2.556	0.952	92.0	3.14	3.14	3.14	0	100.0	0.055	0.0	0.04	0.242	28.125	1.151	0.125	2.66	1.209	100.0	0.014	0.0	0.01	0.18	11.273	1.839	0.24	4.768	2.507	95.833	2.733	0.175	6.685	3.556	97.475	0.671	0.03	1.58	0.751	87.5	4.9	0.635	11.23	5.829	99.531	0.014	0.0	0.0	0.045	9.091
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales	order			14.788	3.412	0.0	9.236	4.259	82.353	0.408	0.0	0.279	2.019	22.523	3.641	0.16	8.43	4.335	95.479	5.85	5.85	5.85	0	100.0	1.908	0.003	5.743	3.775	87.5	0.054	0.0	0.215	0.124	45.833	0.396	0.0	0.0	1.483	7.143	0.204	0.0	0.059	1.267	14.646	7.406	0.042	18.518	12.253	92.0	2.21	2.21	2.21	0	100.0	0.164	0.0	0.106	0.675	28.125	6.282	1.295	10.892	4.005	87.5	0.015	0.0	0.0	0.181	3.455	4.88	1.684	10.643	3.658	100.0	7.581	2.0	14.77	6.233	99.747	14.788	0.0	33.28	15.034	81.25	9.062	0.13	23.57	10.734	96.948	0.055	0.0	0.0	0.181	9.091
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales	order			0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.003	0.0	0.0	0.013	6.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales	order			4.669	0.055	0.0	0.168	0.144	23.529	0.01	0.0	0.0	0.114	1.351	0.095	0.0	0.235	0.364	33.245	0.32	0.32	0.32	0	100.0	4.669	0.936	8.331	3.176	95.833	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.0	0.588	7.143	0.001	0.0	0.0	0.012	0.505	0.988	0.0	3.514	1.927	76.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.775	0.0	2.067	0.974	75.0	0.001	0.0	0.0	0.01	1.636	1.004	0.122	2.115	0.853	95.833	1.083	0.0	3.245	1.466	85.606	0.593	0.0	1.635	1.013	68.75	0.358	0.0	0.93	0.607	84.742	0.0	0.0	0.0	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales	order			0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.45	0.002	0.0	0.0	0.029	1.064	0.0	0.0	0.0	0	0.0	0.625	0.0	2.002	0.855	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.03	0.035	12.5	0.001	0.0	0.0	0.006	1.273	0.06	0.0	0.222	0.112	45.833	0.008	0.0	0.02	0.034	12.626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.235	0.0	0.0	0.0	0.0	0.0
