Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700016097-VIN	S700016502-VIN	S700016602-VIN	S700021928-VIN	S700023098-VIN	S700023200-VIN	S700023279-VIN	S700023432-VIN	S700023489-VIN	S700023666-VIN	S700023800-VIN	S700023857-VIN	S700023914-VIN	S700024076-VIN	S700024159-VIN	S700024266-VIN	S700024391-VIN	S700024841-VIN	S700024878-VIN	S700032282-VIN	S700032376-VIN	S700032471-VIN	S700032673-VIN	S700033038-VIN	S700033191-VIN	S700033495-VIN	S700033787-VIN	S700034226-VIN	S700034292-VIN	S700034832-VIN	S700035695-VIN	S700035991-VIN	S700037010-VIN	S700037173-VIN	S700037232-VIN	S700037333-VIN	S700037712-VIN	S700037846-VIN	S700037979-VIN	S700038734-VIN	S700095273-VIN	S700095707-VIN	S700097351-VIN	S700097748-VIN	S700097897-VIN	S700098327-VIN	S700098419-VIN	S700098992-VIN	S700099119-VIN	S700099348-VIN	S700099946-VIN	S700100287-VIN	S700100534-VIN	S700101218-VIN	S700101284-VIN	S700101575-VIN	S700103301-VIN	S700103704-VIN	S700105118-VIN	S700105175-VIN	S700105232-VIN	S700105449-VIN	S700105717-VIN	S700105792-VIN	S700105994-VIN	S700106050-VIN	S700106087-VIN	S700106516-VIN	S700106573-VIN	S700106908-VIN	S700107435-VIN	S700108155-VIN	S700108278-VIN	S700108401-VIN	S700108590-VIN	S700108656-VIN	S700109681-VIN	S700109981-VIN	S700110149-VIN	S700110806-VIN	S700111216-VIN	S700111282-VIN	S700111356-VIN	S700111634-VIN	S700111805-VIN	S700113207-VIN	S700113535-VIN	S700113574-VIN	S700113747-VIN	S700113852-VIN	S700113909-VIN	S700113966-VIN	S700113993-VIN	S700114157-VIN	S700114230-VIN	S700114299-VIN	S700114454-VIN	S700114590-VIN	S700114647-VIN	S700114830-VIN	S700116108-VIN	S700116213-VIN	S700116338-VIN	S700116443-VIN	S700116480-VIN	S700116653-VIN	S700116710-VIN	S700116959-VIN	S700116994-VIN	S700117147-VIN	S700117226-VIN	S700117637-VIN	S700117749-VIN	S700117808-VIN	S700117950-VIN	S700119102-VIN	S700119622-VIN	S700119856-VIN	S700120047-VIN	S700121050-VIN	S700121699-VIN	S700123622-VIN	S700161052-VIN	S700161109-VIN	S700161214-VIN	S700161506-VIN	S700161681-VIN	S700161736-VIN	S700161850-VIN	S700161957-VIN	S700163042-VIN	S700163213-VIN	S700163270-VIN	S700163586-VIN	S700163711-VIN	S700163766-VIN	S700163786-VIN	S700163863-VIN	S700164082-VIN	S700164137-VIN	S700164224-VIN	S700164281-VIN	S700164550-VIN	S700164605-VIN	S700164644-VIN	S700164767-VIN	S700164824-VIN	S700164864-VIN	S700165046-VIN	S700165487-VIN	S700165907-VIN	S700165964-VIN	S700166085-VIN	S700171147-VIN	S700171222-VIN	S700171473-VIN	S700171626-VIN	S700171759-VIN	S700171891-VIN	S700171928-VIN	S700171987-VIN	S700172062-VIN	S700172215-VIN	S700172331-VIN	S700172473-VIN	S700172758-VIN	S700172865-VIN	S700173171-VIN	S700173429-VIN	S700173679-VIN	S700173928-VIN	S700173963-VIN	S700175118-VIN	S700175203-VIN
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Dialister	genus				0.093	0.008	0.312	0.0	0.026	0.018	0.283	0.026	0.0	0.153	0.0	0.57	0.0	0.0	0.038	0.0	0.0	0.0	0.114	0.0	0.032	0.0	0.024	0.124	0.01	0.238	0.0	1.27	0.05	1.143	0.0	0.092	0.0	0.02	0.0	0.106	0.015	0.0	0.09	0.0	2.843	0.217	0.379	0.01	0.122	1.052	1.624	0.069	0.509	0.027	0.625	3.326	0.117	0.021	0.225	0.01	0.933	2.626	6.293	0.023	0.0	0.0	3.173	0.069	0.203	0.0	0.0	0.083	0.416	0.096	0.0	0.0	1.71	0.095	3.942	0.0	2.026	0.0	0.902	0.108	0.081	0.0	0.467	0.426	0.016	1.018	0.047	0.01	0.0	0.066	0.0	8.061	0.0	1.144	0.217	0.069	0.011	0.287	0.017	0.035	0.122	0.0	0.184	0.0	0.0	0.0	0.907	1.149	0.0	0.08	0.0	0.043	0.016	0.0	0.0	0.0	0.078	0.0	1.111	0.0	0.09	0.0	0.278	0.023	0.0	0.061	0.099	0.0	0.0	0.036	0.059	0.508	0.0	0.1	0.0	0.858	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.059	0.0	0.023	0.043	1.125	0.827	1.519	0.028	1.78	0.223	3.564	3.347	0.362	0.0	0.073	0.0	0.0	0.229	0.0	0.0	0.0	0.0	0.059	0.076	0.207	0.019	0.0	0.091	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera	genus				0.025	0.0	9.312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	2.54	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	9.835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.072	0.0	0.0	0.0	0.0	8.118	0.0	0.0	0.0	6.865	8.464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.807	0.016
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Anaerococcus	genus				0.051	0.0	0.111	0.0	0.152	0.0	0.707	0.066	0.178	0.673	0.0	2.602	0.081	0.0	0.0	0.0	0.326	0.0	0.228	0.0	0.0	0.024	0.049	0.0	0.0	0.129	0.01	0.389	0.261	0.062	0.0	0.0	0.0	0.299	0.0	0.213	0.0	0.086	0.0	0.0	2.018	0.759	0.0	0.0	0.073	15.517	1.276	0.183	0.301	0.082	0.365	0.0	0.0	0.0	0.032	0.218	2.234	3.968	1.887	0.0	0.0	0.0	0.228	0.301	0.0	0.0	0.083	0.0	0.0	0.021	0.036	0.011	8.332	0.26	1.692	0.0	0.412	0.0	4.077	0.054	0.065	0.379	28.933	0.373	0.063	0.0	0.059	0.039	0.0	0.017	0.0	0.325	0.0	0.188	0.0	0.0	0.0	0.0	0.0	0.035	2.563	0.0	0.009	0.0	0.0	0.0	0.176	0.123	0.042	0.192	0.0	0.026	0.0	0.0	0.0	0.0	0.052	0.0	0.855	0.0	0.18	0.028	0.0	0.0	0.198	0.0	0.0	0.0	0.148	0.0	0.0	1.154	0.05	1.793	0.0	0.029	0.0	0.0	0.0	0.0	0.016	0.149	0.618	0.0	0.148	0.029	0.112	0.211	0.0	5.605	0.07	1.29	0.002	1.506	0.074	1.382	3.904	0.181	0.0	0.437	0.0	0.028	0.025	0.0	0.0	0.0	0.0	0.178	1.192	0.0	0.019	0.013	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Finegoldia	genus				0.093	0.0	0.0	0.0	0.297	0.182	0.162	0.092	0.076	3.272	0.051	1.062	0.0	0.0	0.038	0.0	0.237	0.0	0.584	0.0	0.126	0.0	0.121	0.041	0.098	0.119	0.073	0.164	0.442	0.247	0.0	0.162	0.0	0.239	0.0	0.035	0.0	0.206	0.235	0.036	1.448	1.273	0.018	0.02	0.268	0.668	0.441	0.963	0.069	0.041	0.032	0.055	0.029	0.0	0.225	0.622	0.467	0.671	8.489	0.023	0.0	0.038	0.912	0.092	0.643	0.0	0.679	0.099	0.0	0.257	0.218	0.117	1.756	1.123	4.43	0.018	0.636	0.0	2.376	0.687	0.194	2.953	1.836	0.71	0.111	0.575	0.317	0.493	0.027	0.215	0.063	3.414	0.0	1.818	0.188	0.079	0.034	0.096	0.118	0.243	0.915	0.014	0.07	0.057	0.0	0.0	2.822	1.251	0.014	0.32	0.0	0.078	0.082	0.089	0.0	0.052	0.312	0.0	0.53	0.118	1.257	0.056	0.456	0.0	0.028	0.0	0.05	0.0	0.0	0.072	0.892	0.046	0.0	2.341	0.0	10.329	0.073	0.0	0.057	0.0	0.066	0.0	0.798	0.0	0.089	0.0	0.14	0.916	0.172	30.76	1.421	3.834	0.011	30.074	0.074	10.23	21.447	1.752	0.018	1.166	0.0	0.113	0.356	0.184	0.562	0.065	0.0	0.385	2.176	0.022	0.019	0.09	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Parvimonas	genus				0.186	0.0	1.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.262	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	2.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilaceae [G3]	genus				0.236	0.047	0.0	0.0	0.529	0.0	0.364	0.026	0.0	0.183	0.0	0.185	0.387	0.0	0.115	0.0	0.015	0.0	0.171	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.369	1.697	0.0	0.0	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.024	0.303	0.0	0.046	0.0	0.0	0.008	0.0	0.0	0.043	0.0	0.0	0.0	6.666	0.054	0.0	0.0	0.0	0.931	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.018	0.0	0.0	0.0	0.035	0.106	0.0	0.0	0.0	0.0	2.303	0.0	0.0	0.044	0.07	0.039	0.0	0.017	0.0	4.877	0.0	0.47	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.103	0.0	0.016	0.0	0.129	0.016	0.0	0.0	0.0	0.026	0.0	0.461	0.0	0.09	0.0	0.0	0.0	0.085	0.061	0.05	0.0	0.0	0.0	0.357	0.369	0.2	0.448	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.01	0.0	0.0	0.0	0.28	0.0	0.0	0.334	0.0	6.961	0.0	0.192	0.0	0.507	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilus	genus				0.127	0.0	0.0	0.0	0.238	0.073	0.283	0.092	0.0	2.049	0.026	1.401	0.0	0.0	0.051	0.0	0.163	0.0	0.128	0.0	0.0	0.048	0.0	0.0	0.01	0.129	0.021	0.492	0.452	0.556	0.0	0.069	0.0	0.279	0.0	0.071	0.0	0.017	0.036	0.066	1.12	0.244	0.036	0.0	0.073	4.896	0.371	0.206	0.231	0.123	0.487	0.027	0.0	0.0	0.064	0.104	0.099	2.913	3.719	0.0	0.0	0.0	0.665	0.0	0.068	1.476	0.53	0.05	0.062	0.032	0.145	0.0	2.826	0.284	4.518	0.0	2.108	0.035	1.418	0.163	0.016	0.151	1.901	0.089	0.016	0.487	0.164	0.169	0.014	0.149	0.0	2.181	0.0	1.019	0.043	0.108	0.011	0.0	0.0	0.035	0.458	0.0	0.123	0.0	0.0	0.031	0.076	0.41	0.0	0.192	0.0	0.034	0.049	0.0	0.017	0.07	0.0	0.0	0.752	0.0	0.269	0.028	0.0	0.023	0.028	0.122	0.05	0.0	0.03	0.107	0.059	0.6	0.1	4.482	0.0	1.688	0.0	0.0	0.038	0.0	0.016	0.0	0.359	0.0	0.059	0.059	0.308	0.047	0.172	8.293	0.99	1.343	0.009	4.3	0.037	7.358	15.023	0.544	0.018	0.546	0.0	0.028	0.33	0.167	0.0	0.032	0.03	0.104	0.568	0.0	0.0	0.038	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.013	0.031	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.021	0.028	0.0	0.032	0.0	0.0	0.0	0.0	0.01	0.0	0.266	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.035	0.015	0.017	0.0	0.0	0.0	0.027	0.0	0.0	0.0	3.055	0.0	0.0	0.046	0.0	0.016	0.0	0.0	0.0	0.011	0.041	0.0	0.084	0.013	0.0	0.0	0.019	1.862	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.506	0.018	0.035	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.827	0.0	0.0	0.0	0.0	0.0	2.683	0.0	0.0	0.014	0.0	0.0	0.526	0.034	0.0	0.015	0.028	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.016	0.03	0.0	0.0	0.0	0.0	1.333	0.0	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.52	0.0	0.0	0.0	0.02	0.0	0.0	0.261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia	genus				0.0	0.0	5.413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.408	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.0	0.0	0.237	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.02	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	genus				0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.013	0.0	0.0	0.026	0.0	0.0	0.045	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.015	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.044	0.0	0.0	0.0	0.068	0.174	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.005	0.055	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.011	1.172	0.05	0.0	0.107	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.038	0.0	0.283	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter	genus				0.0	0.292	0.0	0.0	0.0	0.054	0.0	0.0	0.0	0.122	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.0	0.193	0.0	1.126	0.17	0.0	12.651	0.178	1.704	0.0	0.0	0.309	0.0	0.254	0.0	0.199	0.0	0.0	0.03	0.0	0.036	0.012	0.074	0.677	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.014	0.01	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.028	0.0	0.343	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.018	0.0	0.065	0.0	0.152	0.017	0.0	0.325	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia	genus				0.0	0.008	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.703	0.115	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.028	0.072	0.021	0.575	0.146	0.0	1.834	0.02	0.701	0.0	0.0	0.957	0.0	0.462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	5.364	0.0	0.0	2.976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.649	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.564	0.0	0.0	0.0	0.0	0.0	0.757	0.0	0.124	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.248	0.0	1.572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	1.003	0.0	0.762	0.0	0.0	0.28	0.0	0.729	0.0	0.0	0.389	0.0	0.0	0.0	0.154	0.0	0.0	0.0	0.0	0.239	0.0	0.33	0.0	0.0	1.267	0.0	0.074	0.0	0.0	0.056	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella	genus				0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter	genus				0.025	0.0	0.0	0.0	0.046	0.018	0.02	0.0	0.0	0.031	0.0	0.339	0.041	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.205	0.0	0.278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.515	0.108	0.0	0.0	3.905	0.046	0.069	0.046	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	2.134	0.054	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.317	0.0	0.331	0.0	2.52	0.0	0.47	0.0	0.0	0.0	10.756	0.0	0.016	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.361	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.08	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.0	0.349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.07	0.0	0.0	0.0	0.0	0.154	0.468	0.443	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas	genus				0.008	0.387	0.0	0.0	0.0	0.036	0.02	0.0	0.0	0.0	0.026	0.0	0.0	0.092	0.026	0.0	0.119	0.085	0.114	0.675	0.0	0.431	0.146	0.0	8.316	0.139	0.701	0.0	0.0	1.081	0.0	0.046	0.0	0.319	0.072	0.035	0.0	0.0	0.0	0.0	0.201	0.569	0.054	0.0	0.537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.072	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.847	0.0	0.0	1.511	0.0	1.158	0.0	0.0	1.254	0.0	0.11	0.0	0.645	0.0	0.0	0.0	0.0	0.827	0.0	1.727	0.0	0.0	2.697	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;breve	species	889	3035		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.463	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	5.985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.076	0.0	79.325	0.0	0.111	0.0	0.0	0.0	0.0	0.0	7.14	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
