Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015009-ANA	S700015301-ANA	S700015677-ANA	S700015785-ANA	S700016087-ANA	S700016178-ANA	S700016235-ANA	S700016376-ANA	S700016664-ANA	S700016958-ANA	S700021836-ANA	S700021886-ANA	S700023112-ANA	S700023487-ANA	S700023588-ANA	S700023631-ANA	S700023855-ANA	S700023912-ANA	S700023946-ANA	S700023997-ANA	S700024105-ANA	S700024316-ANA	S700024435-ANA	S700024468-ANA	S700024519-ANA	S700024564-ANA	S700024613-ANA	S700024683-ANA	S700024709-ANA	S700024839-ANA	S700024876-ANA	S700024928-ANA	S700024976-ANA	S700032123-ANA	S700032280-ANA	S700033035-ANA	S700033189-ANA	S700033492-ANA	S700033557-ANA	S700033785-ANA	S700033851-ANA	S700035292-ANA	S700035897-ANA	S700037052-ANA	S700037120-ANA	S700037163-ANA	S700037230-ANA	S700037282-ANA	S700037387-ANA	S700037558-ANA	S700037710-ANA	S700037844-ANA	S700037977-ANA	S700038031-ANA	S700038257-ANA	S700038364-ANA	S700038412-ANA	S700038530-ANA	S700038576-ANA	S700038624-ANA	S700038900-ANA	S700038948-ANA	S700038976-ANA	S700095408-ANA	S700095465-ANA	S700095579-ANA	S700095705-ANA	S700096416-ANA	S700097289-ANA	S700097349-ANA	S700097746-ANA	S700097895-ANA	S700098325-ANA	S700098990-ANA	S700099057-ANA	S700099343-ANA	S700099645-ANA	S700099858-ANA	S700100285-ANA	S700100526-ANA	S700100595-ANA	S700101131-ANA	S700101189-ANA	S700101279-ANA	S700101570-ANA	S700101693-ANA	S700102104-ANA	S700102411-ANA	S700102643-ANA	S700102903-ANA	S700102960-ANA	S700103299-ANA	S700103476-ANA	S700103585-ANA	S700103702-ANA	S700105173-ANA	S700105284-ANA	S700105769-ANA	S700105854-ANA	S700105902-ANA	S700105992-ANA	S700106085-ANA	S700106142-ANA	S700106360-ANA	S700106512-ANA	S700106571-ANA	S700106906-ANA	S700106928-ANA	S700106976-ANA	S700107095-ANA	S700107433-ANA	S700107544-ANA	S700107601-ANA	S700107814-ANA	S700107928-ANA	S700107985-ANA	S700108153-ANA	S700108216-ANA	S700108276-ANA	S700108588-ANA	S700108654-ANA	S700108894-ANA	S700108951-ANA	S700109228-ANA	S700109561-ANA	S700109618-ANA	S700109679-ANA	S700109979-ANA	S700110147-ANA	S700110804-ANA	S700111214-ANA	S700111280-ANA	S700111354-ANA	S700111803-ANA	S700112040-ANA	S700112101-ANA	S700113033-ANA	S700113103-ANA	S700113154-ANA	S700113205-ANA	S700113533-ANA	S700113674-ANA	S700113745-ANA	S700113850-ANA	S700113907-ANA	S700113964-ANA	S700113991-ANA	S700114047-ANA	S700114189-ANA	S700114244-ANA	S700114349-ANA	S700114417-ANA	S700114452-ANA	S700114515-ANA	S700114645-ANA	S700114727-ANA	S700114777-ANA	S700114828-ANA	S700114882-ANA	S700114987-ANA	S700116055-ANA	S700116106-ANA	S700116158-ANA	S700116285-ANA	S700116336-ANA	S700116388-ANA	S700116441-ANA	S700116478-ANA	S700116598-ANA	S700116651-ANA	S700116708-ANA	S700116760-ANA	S700116808-ANA	S700116838-ANA	S700116898-ANA	S700116957-ANA	S700117096-ANA	S700117224-ANA	S700117635-ANA	S700117747-ANA	S700117806-ANA	S700117858-ANA	S700117948-ANA	S700118468-ANA	S700119220-ANA	S700119362-ANA	S700119620-ANA	S700119919-ANA	S700120095-ANA	S700121697-ANA	S700122402-ANA	S700123620-ANA	S700124619-ANA	S700161050-ANA	S700161161-ANA	S700161504-ANA	S700161734-ANA	S700163211-ANA	S700163400-ANA	S700163505-ANA	S700163584-ANA	S700163658-ANA	S700163709-ANA	S700163764-ANA	S700163861-ANA	S700163973-ANA	S700164080-ANA	S700164189-ANA	S700164222-ANA	S700164279-ANA	S700164349-ANA	S700164401-ANA	S700164497-ANA	S700164548-ANA	S700164603-ANA	S700164716-ANA	S700164765-ANA	S700164822-ANA	S700164862-ANA	S700165142-ANA	S700165197-ANA	S700165310-ANA	S700165406-ANA	S700165454-ANA	S700165664-ANA	S700165712-ANA	S700165808-ANA	S700165856-ANA	S700165905-ANA	S700166833-ANA	S700171064-ANA	S700171112-ANA	S700171145-ANA	S700171471-ANA	S700171523-ANA	S700171571-ANA	S700171624-ANA	S700171678-ANA	S700171757-ANA	S700171832-ANA	S700171889-ANA	S700171926-ANA	S700172060-ANA	S700172213-ANA	S700172252-ANA	S700172329-ANA	S700172548-ANA	S700172602-ANA	S700172707-ANA	S700172756-ANA	S700172812-ANA	S700173070-ANA	S700173116-ANA	S700173271-ANA	S700173480-ANA	S700173576-ANA	S700173677-ANA	S700173830-ANA	S700175116-ANA	S700175152-ANA	S700175255-ANA
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae	family				0.566	0.0	0.011	0.0	0.035	3.152	0.0	0.184	0.019	0.017	0.81	0.0	0.08	0.072	0.204	0.696	0.703	2.601	0.039	0.479	0.086	0.0	0.083	0.026	0.384	0.143	0.0	0.062	0.445	0.39	0.185	0.084	0.0	0.0	0.0	9.029	0.141	0.085	0.11	0.007	0.137	0.602	0.0	0.0	0.283	0.0	0.0	0.015	0.77	0.011	2.636	0.352	0.332	0.026	2.542	0.257	0.103	0.085	0.175	1.51	0.0	0.0	0.044	0.049	0.028	0.0	0.099	0.263	0.154	0.149	0.0	0.332	0.0	0.052	0.075	0.0	0.0	0.0	0.0	0.291	1.958	0.0	0.0	0.0	0.148	0.0	0.766	0.072	0.04	0.158	0.18	0.875	0.061	0.142	0.059	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.456	0.0	0.0	1.355	0.124	0.717	0.142	0.284	0.0	0.311	0.0	0.367	0.431	0.268	0.195	0.16	0.037	0.043	0.0	0.036	0.033	1.265	0.0	0.07	0.208	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.849	0.076	0.646	0.159	0.038	1.232	0.199	0.366	0.228	1.227	0.067	0.06	0.123	0.0	0.05	1.053	0.533	0.151	0.133	0.0	0.0	0.029	0.03	0.0	0.0	0.858	0.024	0.095	0.612	0.014	0.0	0.0	0.0	0.393	0.023	2.922	0.015	0.0	0.077	0.0	0.0	0.0	0.947	0.0	0.3	0.173	0.0	0.023	0.233	0.0	0.0	0.0	0.0	0.042	0.0	0.288	0.0	0.457	0.144	0.0	0.0	0.061	0.339	0.127	0.0	0.0	0.256	0.0	0.0	0.0	0.0	2.427	2.179	0.155	0.0	0.0	0.0	0.0	0.426	0.0	0.462	0.0	0.754	0.124	5.669	0.0	1.317	0.0	0.0	0.0	0.611	0.249	0.174	0.081	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	2.151	0.051	0.0	0.112	0.062	0.092	0.53	0.528	0.069	0.0	0.571	0.0	0.0	0.0	0.224	0.055	0.03	0.0	0.0	0.229	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae	family				0.202	1.772	0.189	5.512	5.61	0.247	18.128	0.061	4.369	0.309	0.206	1.933	0.398	0.203	0.575	0.203	22.014	0.145	0.052	0.137	0.712	0.0	0.227	0.325	0.45	0.188	0.524	0.227	0.89	0.39	0.296	0.112	0.299	7.324	1.386	0.205	20.188	33.201	0.921	5.789	4.674	1.807	0.442	0.324	0.071	2.492	1.244	0.075	0.144	0.45	1.956	1.62	2.169	2.075	0.121	0.047	1.128	1.302	0.012	2.083	0.024	1.572	0.46	0.343	0.28	5.683	2.305	1.908	3.637	5.663	0.537	0.332	0.051	0.241	5.019	0.626	0.143	0.924	0.912	11.262	0.445	6.513	22.942	0.604	1.226	0.015	1.1	0.931	0.481	4.27	0.332	4.575	0.203	9.837	17.07	1.672	3.657	0.179	0.133	0.688	0.343	0.44	0.913	0.117	0.222	0.387	9.611	0.717	1.099	4.289	2.419	0.673	2.322	0.064	10.872	5.249	3.252	3.483	1.657	0.029	15.106	0.482	1.047	1.265	0.231	5.677	1.231	1.106	1.857	64.159	2.161	2.706	4.174	1.891	13.411	0.151	2.212	0.319	0.0	0.602	12.91	2.231	0.293	0.818	1.251	3.903	1.31	0.352	0.05	0.983	0.152	0.728	0.761	0.055	1.118	0.47	1.743	0.393	0.0	2.051	0.863	1.522	6.124	0.071	2.019	0.112	2.336	0.083	0.767	0.108	7.281	4.637	2.487	3.42	2.26	0.49	20.162	0.044	0.75	0.423	5.134	0.5	1.366	0.557	1.06	2.805	4.413	6.34	0.0	4.41	3.253	9.232	1.173	4.802	4.571	0.611	9.615	3.185	0.348	0.825	0.767	2.902	1.297	6.148	3.125	1.3	1.341	3.949	1.311	0.285	1.589	0.444	2.37	0.479	36.259	16.052	3.594	4.057	19.61	3.218	12.807	1.861	22.92	0.292	0.014	0.346	0.57	1.444	0.364	0.056	2.963	1.194	50.934	0.309	0.447	0.128	1.971	0.404	0.0	2.018	1.399	0.506	0.346	0.307	0.107	2.111	0.636	5.069	0.0	0.071	0.286	0.377	0.379	1.575	0.522	0.709	0.0	0.398	0.0	0.057	0.294
Bacteria;Bacillota;Bacilli;Lactobacillales;Aerococcaceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.289	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.667	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.282	0.0	0.0	0.029	0.16	0.151	0.028	0.552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.026	0.0	0.0	0.0	0.0	0.0	0.994	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.179	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.825	0.0	0.256	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.014	0.336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.126	0.0	0.104	0.219	0.223	0.0	0.0	0.028	0.0	0.0	0.014	0.0	0.0	0.0	0.033	0.0	0.093	0.944	0.0	0.0	0.0	0.018	0.0	0.0	0.0	3.476	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.126	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136	0.02	0.135	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.232	0.01	1.859	0.0	5.506	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae	family				0.04	1.519	0.006	0.0	0.0	0.0	0.0	3.17	0.019	6.628	6.859	0.088	19.65	0.012	20.702	3.018	0.0	0.0	5.059	25.513	0.0	10.021	11.469	0.0	4.656	0.11	16.529	3.038	0.89	0.0	6.488	3.138	0.0	0.098	0.0	0.479	0.423	30.758	19.263	0.275	1.163	2.108	0.0	17.111	2.423	0.0	0.168	0.045	0.12	0.034	0.085	0.164	0.0	4.637	0.0	0.047	0.077	2.519	0.262	0.554	22.644	0.0	0.0	7.122	0.0	0.0	0.198	0.0	0.282	0.224	2.302	1.217	0.026	0.052	0.112	0.0	0.0	0.022	0.0	0.874	0.757	0.09	0.0	0.053	0.163	25.263	0.118	4.69	20.857	0.174	0.374	4.305	26.927	1.274	0.059	0.0	2.079	0.671	8.533	0.881	0.372	0.0	0.554	0.0	0.0	2.032	0.0	1.673	0.106	12.898	0.0	8.914	0.101	4.13	0.323	0.0	0.056	0.718	0.024	4.332	0.035	40.011	0.067	1.115	10.439	0.186	8.796	0.079	0.0	0.147	0.054	0.136	0.093	0.081	1.462	15.961	0.204	0.106	0.077	1.102	0.0	0.366	0.212	0.99	33.095	0.02	0.696	0.022	0.831	4.352	0.762	21.226	0.0	0.0	0.0	6.405	0.03	3.354	0.028	0.746	0.599	0.0	0.857	4.259	3.719	2.021	0.0	12.048	0.045	1.659	1.963	0.0	0.0	12.264	0.09	0.204	0.203	0.029	0.3	35.437	4.813	8.677	0.494	7.497	0.0	0.223	0.0	0.042	0.0	0.288	0.0	0.274	0.277	2.183	0.662	18.071	0.339	0.0	0.637	0.236	0.0	14.643	0.0	7.03	0.0	5.462	4.19	1.084	0.0	0.0	0.0	0.0	0.708	3.106	0.0	14.931	1.449	0.057	2.416	17.312	0.778	13.385	6.169	0.0	0.809	0.0	4.215	0.0	1.275	1.243	0.0	0.0	0.0	0.098	0.0	0.0	0.131	0.043	0.0	2.116	3.804	0.304	0.908	0.042	10.727	0.079	0.0	0.422	5.413	0.0	0.357	0.179	2.588	16.354	0.112	0.055	0.03	0.0	1.065	5.714	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae	family				0.121	0.051	0.022	0.053	0.0	0.247	0.0	0.266	0.192	0.013	0.016	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.293	0.0	3.215	0.188	0.0	0.0	0.043	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.332	0.0	0.077	0.028	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.037	0.0	0.0	0.0	0.062	0.0	0.846	0.0	0.043	0.036	0.059	0.0	0.007	0.0	0.0	0.0	0.028	0.0	0.02	0.142	0.0	0.0	0.038	0.0	0.0	0.248	0.0	0.073	0.0	0.0	10.834	0.0	0.0	0.137	0.035	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.442	0.0	0.091	0.0	5.997	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.037	0.033	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187	1.116	0.0	0.0	0.0	0.087	0.0	0.295	0.045	0.0	0.0	0.0	0.05	0.0	0.0	0.093	1.192	0.014	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.274	0.487	0.0	0.0	0.0	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.169	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	1.629	0.0	0.0	0.0	0.216	0.126	0.169	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.294	0.143	0.0	0.146	0.0	0.0	0.0	0.107	0.108	0.0	0.0	0.0	0.013	0.0	0.0	0.015	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.27	0.185	0.0	0.019	0.0	0.0	0.0	0.094	0.028	0.0	0.195	0.0	0.0	0.0	0.0	0.053	0.036	0.235	0.15	0.337	0.0	0.425	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.037	0.076	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.225	0.0	0.0	0.0	0.0	0.291	0.0	0.052	0.0	0.0	0.177	0.0	0.0	0.0	0.187	0.011	0.014	0.0	0.041	0.637	0.177	0.0	0.0	0.045	0.186	0.0	0.0	0.0	0.223	0.0	0.083	1.016	0.0	0.0	0.0	0.0	0.0	0.013	0.034	0.0	0.0	0.0	7.504	0.266	0.037	0.043	0.071	0.0	0.033	0.0	0.026	0.023	0.352	0.0	0.0	0.0	0.108	0.023	0.0	0.54	0.0	0.113	0.238	0.0	94.917	0.0	1.49	0.0	2.951	0.474	0.268	0.101	0.491	0.11	0.076	1.825	0.038	0.025	0.399	0.0	0.0	0.029	0.24	1.179	0.0	0.112	0.216	0.048	0.0	0.198	0.0	0.505	0.421	0.062	0.045	0.397	0.03	0.525	0.038	0.295	0.0	0.02	0.0	0.0	0.125	0.943	0.0	0.0	0.058	0.084	0.0	0.0	0.0	0.0	0.0	0.288	0.0	17.093	0.288	0.0	0.0	0.366	0.226	0.0	0.058	0.413	0.341	0.0	0.0	0.032	0.0	0.043	0.0	0.155	0.0	0.0	0.0	0.047	0.173	0.0	2.079	0.0	2.087	3.041	0.186	0.0	0.06	0.0	0.396	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.253	0.017	0.0	0.526	0.0	0.905	0.049	0.019	0.127	0.865	0.028	0.008	0.053	10.593	0.0	0.0	0.0	0.0	0.02	0.0	0.15	0.0	0.082	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae	family				0.0	0.0	0.0	0.053	0.071	0.0	0.0	0.0	0.019	0.069	0.079	0.0	0.0	0.095	0.18	0.377	0.234	0.0	0.0	0.137	0.022	0.0	0.041	0.026	0.066	0.447	0.0	0.0	1.446	0.03	0.111	0.028	0.0	0.293	0.0	1.984	0.329	0.0	0.037	0.101	0.137	1.958	0.0	0.571	0.159	0.0	0.0	0.015	0.0	0.022	0.765	0.0	0.0	0.177	0.0	0.397	0.0	0.0	0.025	0.44	0.0	0.0	0.0	0.171	0.0	0.0	0.198	0.066	0.973	0.0	0.036	0.24	0.103	0.103	0.075	0.268	0.179	0.0	0.0	0.583	1.513	0.0	0.128	5.846	0.31	0.015	0.237	0.036	0.013	0.268	1.26	0.437	0.0	0.283	0.0	0.154	0.231	0.0	0.08	0.0	0.086	0.0	0.0	0.0	0.0	0.435	0.0	3.073	0.213	0.221	0.0	0.569	5.518	0.351	0.108	0.027	0.056	0.053	1.547	0.76	0.0	0.036	0.0	0.333	0.0	0.768	0.64	0.032	0.0	0.147	0.054	0.0	0.0	0.243	1.62	0.0	0.272	0.0	0.0	0.0	0.497	0.768	0.293	0.28	0.022	0.0	0.0	0.0	0.0	0.211	1.029	0.025	0.0	0.0	0.191	0.073	0.0	0.393	0.0	1.79	0.359	0.0	0.735	0.042	0.0	0.168	0.0	0.0	0.023	0.938	0.015	0.0	0.019	0.0	0.0	0.041	0.541	0.0	0.1	0.0	0.0	0.058	0.102	0.0	0.0	0.351	0.0	0.0	0.0	0.0	0.177	0.823	0.044	0.0	0.0	0.244	2.376	0.042	0.0	0.0	0.17	0.134	0.0	0.095	0.0	0.173	0.95	0.116	0.031	0.0	0.079	0.0	2.695	0.0	0.462	0.0	0.464	0.181	2.881	0.028	8.917	0.0	0.057	0.0	0.099	0.0	0.223	0.0	0.0	0.113	0.0	0.0	0.125	0.028	0.215	0.0	0.0	0.014	0.09	0.0	0.056	0.607	0.433	0.0	0.04	0.185	1.695	0.422	0.0	0.0	1.142	0.0	0.189	0.0	1.696	0.518	0.03	0.159	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae	family				0.081	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.222	0.0	0.557	0.0	0.048	0.0	1.405	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.39	0.0	0.166	0.0	0.0	0.18	0.018	0.0	0.019	0.0	0.0	4.036	0.0	0.142	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.0	0.023	0.102	0.018	1.09	0.0	0.103	0.113	0.037	0.0	0.29	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.677	0.0	0.0	0.354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.255	0.0	0.0	0.0	0.03	0.028	0.075	0.0	0.19	0.0	0.014	0.106	0.0	0.0	0.207	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.13	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae	family				0.0	0.0	0.0	0.0	0.0	0.173	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.012	0.0	0.232	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.005	0.0	0.083	0.0	0.074	0.12	0.018	0.0	0.0	0.0	0.0	2.599	0.0	0.142	0.0	0.029	0.0	0.0	0.0	0.019	0.053	0.214	0.0	0.03	0.0	0.0	0.0	0.117	0.0	0.0	0.847	0.07	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.07	0.0	0.05	0.019	0.055	0.025	0.0	0.0	0.0	0.0	0.037	0.0	0.19	0.0	0.071	0.0	0.0	0.0	0.083	0.0	0.397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae	family				0.04	0.0	0.022	0.213	0.092	0.42	0.0	0.532	0.115	0.03	0.826	0.088	1.671	1.11	0.096	0.696	1.405	0.867	0.0	0.479	0.011	0.163	0.021	0.026	0.011	0.143	0.055	0.021	0.482	0.0	0.628	0.168	0.056	0.195	0.069	3.625	2.16	0.256	0.074	0.137	0.775	0.904	0.028	0.057	0.318	0.036	0.134	0.135	0.168	0.022	0.68	0.188	0.0	0.026	0.847	0.981	0.051	0.057	0.424	1.204	0.0	0.0	0.088	0.0	0.923	0.0	0.099	0.066	1.05	0.224	0.048	0.443	0.051	0.017	0.187	0.089	0.0	0.0	0.0	0.583	3.115	0.258	1.578	0.213	0.044	0.0	2.159	0.072	0.16	0.363	8.472	3.061	0.427	5.591	0.295	0.334	0.423	0.0	0.239	0.523	0.057	0.0	0.039	0.039	0.637	2.564	0.0	0.819	0.071	0.252	0.023	0.155	1.682	15.372	1.561	0.187	0.222	0.0	0.073	0.158	0.0	0.054	0.067	0.749	0.167	0.093	0.368	0.0	0.238	0.0	0.216	0.045	1.299	3.998	1.817	0.151	0.238	0.106	0.902	0.0	0.596	1.865	0.342	1.507	0.112	0.08	1.228	0.484	0.101	0.878	1.867	0.05	2.948	0.0	0.75	0.147	0.3	0.574	0.009	0.895	0.096	0.903	3.123	0.014	0.0	0.056	0.0	0.351	0.902	4.978	0.06	0.175	0.153	0.059	0.136	2.205	0.677	0.015	0.225	0.519	0.214	0.047	0.959	0.014	0.0	0.414	0.0	0.085	0.055	1.438	0.0	1.188	0.277	0.146	0.0	0.122	2.036	0.127	0.0	0.413	0.426	0.357	0.0	0.063	0.101	6.199	2.933	0.0	0.0	0.0	4.609	0.0	2.363	0.231	0.808	0.0	1.826	0.228	1.952	0.256	2.274	0.222	0.453	0.0	0.256	0.194	0.322	0.025	0.0	0.0	0.038	0.417	0.125	0.295	0.132	0.0	0.263	0.029	0.452	0.0	0.441	0.354	0.908	0.056	0.033	0.145	7.521	0.95	0.0	0.0	0.25	0.0	0.0	0.0	0.522	0.218	0.0	0.0	0.065	0.0	0.0
